fid,iid,rep,optimal_budget
3,4,7,700
3,4,8,700
3,4,9,550
3,4,10,700
3,4,11,400
3,4,12,400
3,4,13,750
3,4,14,350
3,4,15,850
3,4,16,650
3,4,17,450
3,4,18,500
3,4,19,750
3,5,0,350
3,5,1,550
3,5,2,800
3,5,3,100
3,5,4,600
3,5,5,500
3,5,6,400
3,5,7,350
3,5,8,650
3,5,9,450
3,5,10,700
3,5,11,700
3,5,12,500
3,5,13,500
3,5,14,500
3,5,15,650
3,5,16,550
3,5,17,450
3,5,18,450
3,5,19,600
4,1,0,700
4,1,1,700
4,1,2,700
4,1,3,750
4,1,4,550
4,1,5,500
4,1,6,600
4,1,7,650
4,1,8,900
4,1,9,850
4,1,10,650
4,1,11,550
4,1,12,600
4,1,13,900
4,1,14,850
4,1,15,500
4,1,16,500
4,1,17,800
4,1,18,550
4,1,19,150
4,2,0,700
4,2,1,850
4,2,2,600
4,2,3,700
4,2,4,750
4,2,5,900
4,2,6,200
4,2,7,750
4,2,8,450
4,2,9,700
4,2,10,100
4,2,11,700
4,2,12,700
4,2,13,650
4,2,14,850
4,2,15,750
4,2,16,750
4,2,17,200
4,2,18,650
4,2,19,750
4,3,0,650
4,3,1,700
4,3,2,850
4,3,3,700
4,3,4,850
4,3,5,300
4,3,6,850
4,3,7,750
4,3,8,500
4,3,9,700
4,3,10,150
4,3,11,900
4,3,12,700
4,3,13,550
4,3,14,850
4,3,15,550
4,3,16,500
4,3,17,650
4,3,18,700
4,3,19,800
4,4,0,650
4,4,1,850
4,4,2,600
4,4,3,850
4,4,4,450
4,4,5,700
4,4,6,900
4,4,7,700
4,4,8,550
4,4,9,750
4,4,10,650
4,4,11,650
4,4,12,550
4,4,13,750
4,4,14,900
4,4,15,650
4,4,16,800
4,4,17,700
4,4,18,850
4,4,19,850
4,5,0,700
4,5,1,750
4,5,2,850
4,5,3,550
4,5,4,700
4,5,5,900
4,5,6,700
4,5,7,750
4,5,8,700
4,5,9,750
4,5,10,700
4,5,11,550
4,5,12,650
4,5,13,600
4,5,14,750
4,5,15,650
4,5,16,700
4,5,17,650
4,5,18,800
4,5,19,850
5,1,0,350
5,1,1,350
5,1,2,200
5,1,3,250
5,1,4,50
5,1,5,350
5,1,6,300
5,1,7,250
5,1,8,200
5,1,9,200
5,1,10,450
5,1,11,500
5,1,12,400
5,1,13,300
5,1,14,400
5,1,15,350
5,1,16,300
5,1,17,300
5,1,18,250
5,1,19,250
5,2,0,200
5,2,1,350
5,2,2,200
5,2,3,100
5,2,4,300
5,2,5,250
5,2,6,200
5,2,7,200
5,2,8,150
5,2,9,200
5,2,10,350
5,2,11,400
5,2,12,300
5,2,13,250
5,2,14,300
5,2,15,200
5,2,16,150
5,2,17,200
5,2,18,300
5,2,19,250
5,3,0,350
5,3,1,450
5,3,2,250
5,3,3,100
5,3,4,150
5,3,5,250
5,3,6,400
5,3,7,400
5,3,8,300
5,3,9,250
5,3,10,450
5,3,11,200
5,3,12,150
5,3,13,300
5,3,14,350
5,3,15,550
5,3,16,350
5,3,17,300
5,3,18,400
5,3,19,350
5,4,0,250
5,4,1,150
5,4,2,250
5,4,3,300
5,4,4,350
5,4,5,100
5,4,6,250
5,4,7,200
5,4,8,350
5,4,9,550
5,4,10,250
5,4,11,250
5,4,12,350
5,4,13,300
5,4,14,100
5,4,15,250
5,4,16,350
5,4,17,400
5,4,18,350
5,4,19,50
5,5,0,300
5,5,1,200
5,5,2,250
5,5,3,350
5,5,4,250
5,5,5,250
5,5,6,50
5,5,7,350
5,5,8,300
5,5,9,400
5,5,10,150
5,5,11,300
5,5,12,300
5,5,13,200
5,5,14,300
5,5,15,400
5,5,16,150
5,5,17,300
5,5,18,300
5,5,19,200
6,1,0,250
6,1,1,150
6,1,2,300
6,1,3,400
6,1,4,250
6,1,5,450
6,1,6,50
6,1,7,100
6,1,8,100
6,1,9,650
6,1,10,200
6,1,11,150
6,1,12,250
6,1,13,100
6,1,14,350
6,1,15,650
6,1,16,400
6,1,17,50
6,1,18,50
6,1,19,100
6,2,0,200
6,2,1,250
6,2,2,50
6,2,3,450
6,2,4,100
6,2,5,250
6,2,6,600
6,2,7,500
6,2,8,450
6,2,9,200
6,2,10,150
6,2,11,350
6,2,12,150
6,2,13,350
6,2,14,400
6,2,15,350
6,2,16,200
6,2,17,150
6,2,18,150
6,2,19,250
6,3,0,100
6,3,1,200
6,3,2,350
6,3,3,200
6,3,4,150
6,3,5,450
6,3,6,400
6,3,7,100
6,3,8,250
6,3,9,500
6,3,10,100
6,3,11,400
6,3,12,50
6,3,13,450
6,3,14,100
6,3,15,50
6,3,16,200
6,3,17,500
6,3,18,250
6,3,19,450
6,4,0,100
6,4,1,200
6,4,2,300
6,4,3,100
6,4,4,100
6,4,5,400
6,4,6,550
6,4,7,400
6,4,8,250
6,4,9,500
6,4,10,100
6,4,11,50
6,4,12,200
6,4,13,100
6,4,14,200
6,4,15,100
6,4,16,150
6,4,17,200
6,4,18,300
6,4,19,150
6,5,0,200
6,5,1,350
6,5,2,550
6,5,3,350
6,5,4,150
6,5,5,50
6,5,6,300
6,5,7,100
6,5,8,700
6,5,9,250
6,5,10,400
6,5,11,550
6,5,12,250
6,5,13,150
6,5,14,550
6,5,15,100
6,5,16,50
6,5,17,400
6,5,18,400
6,5,19,150
7,1,0,250
7,1,1,150
7,1,2,650
7,1,3,1000
7,1,4,200
7,1,5,150
7,1,6,50
7,1,7,50
7,1,8,400
7,1,9,200
7,1,10,50
7,1,11,50
7,1,12,150
7,1,13,250
7,1,14,650
7,1,15,50
7,1,16,350
7,1,17,150
7,1,18,500
7,1,19,450
7,2,0,350
7,2,1,300
7,2,2,150
7,2,3,50
7,2,4,400
7,2,5,300
7,2,6,450
7,2,7,200
7,2,8,350
7,2,9,750
7,2,10,150
7,2,11,250
7,2,12,600
7,2,13,100
7,2,14,350
7,2,15,100
7,2,16,350
7,2,17,400
7,2,18,600
7,2,19,150
7,3,0,850
7,3,1,100
7,3,2,350
7,3,3,550
7,3,4,400
7,3,5,300
7,3,6,50
7,3,7,150
7,3,8,600
7,3,9,250
7,3,10,550
7,3,11,300
7,3,12,600
7,3,13,50
7,3,14,450
7,3,15,50
7,3,16,150
7,3,17,100
7,3,18,100
7,3,19,100
7,4,0,300
7,4,1,250
7,4,2,400
7,4,3,600
7,4,4,250
7,4,5,150
7,4,6,600
7,4,7,550
7,4,8,100
7,4,9,550
7,4,10,450
7,4,11,150
7,4,12,100
7,4,13,500
7,4,14,150
7,4,15,900
7,4,16,1000
7,4,17,300
7,4,18,750
7,4,19,50
7,5,0,350
7,5,1,100
7,5,2,200
7,5,3,100
7,5,4,200
7,5,5,100
7,5,6,50
7,5,7,300
7,5,8,200
7,5,9,450
7,5,10,150
7,5,11,150
7,5,12,650
7,5,13,450
7,5,14,50
7,5,15,200
7,5,16,450
7,5,17,100
7,5,18,100
7,5,19,50
8,1,0,850
8,1,1,750
8,1,2,800
8,1,3,750
8,1,4,750
8,1,5,750
8,1,6,750
8,1,7,800
8,1,8,550
8,1,9,900
8,1,10,600
8,1,11,50
8,1,12,800
8,1,13,750
8,1,14,750
8,1,15,700
8,1,16,550
8,1,17,100
8,1,18,800
8,1,19,200
8,2,0,800
8,2,1,50
8,2,2,100
8,2,3,750
8,2,4,150
8,2,5,500
8,2,6,750
8,2,7,650
8,2,8,800
8,2,9,850
8,2,10,350
8,2,11,50
8,2,12,850
8,2,13,900
8,2,14,850
8,2,15,50
8,2,16,750
8,2,17,50
8,2,18,200
8,2,19,750
8,3,0,850
8,3,1,100
8,3,2,850
8,3,3,800
8,3,4,200
8,3,5,100
8,3,6,300
8,3,7,850
8,3,8,900
8,3,9,50
8,3,10,800
8,3,11,850
8,3,12,900
8,3,13,850
8,3,14,850
8,3,15,300
8,3,16,700
8,3,17,850
8,3,18,900
8,3,19,200
8,4,0,800
8,4,1,750
8,4,2,100
8,4,3,750
8,4,4,750
8,4,5,700
8,4,6,150
8,4,7,800
8,4,8,150
8,4,9,850
8,4,10,850
8,4,11,150
8,4,12,800
8,4,13,50
8,4,14,900
8,4,15,750
8,4,16,150
8,4,17,650
8,4,18,50
8,4,19,700
8,5,0,750
8,5,1,200
8,5,2,50
8,5,3,750
8,5,4,250
8,5,5,800
8,5,6,850
8,5,7,750
8,5,8,250
8,5,9,250
8,5,10,150
8,5,11,750
8,5,12,100
8,5,13,400
8,5,14,250
8,5,15,200
8,5,16,150
8,5,17,850
8,5,18,750
8,5,19,850
9,1,0,750
9,1,1,850
9,1,2,800
9,1,3,350
9,1,4,850
9,1,5,800
9,1,6,750
9,1,7,250
9,1,8,800
9,1,9,750
9,1,10,750
9,1,11,700
9,1,12,650
9,1,13,850
9,1,14,100
9,1,15,800
9,1,16,50
9,1,17,850
9,1,18,700
9,1,19,750
9,2,0,750
9,2,1,750
9,2,2,850
9,2,3,800
9,2,4,150
9,2,5,850
9,2,6,850
9,2,7,850
9,2,8,850
9,2,9,850
9,2,10,750
9,2,11,700
9,2,12,750
9,2,13,500
9,2,14,800
9,2,15,750
9,2,16,650
9,2,17,100
9,2,18,850
9,2,19,100
9,3,0,150
9,3,1,850
9,3,2,850
9,3,3,800
9,3,4,750
9,3,5,750
9,3,6,100
9,3,7,850
9,3,8,700
9,3,9,700
9,3,10,750
9,3,11,800
9,3,12,250
9,3,13,800
9,3,14,50
9,3,15,750
9,3,16,750
9,3,17,750
9,3,18,850
9,3,19,850
9,4,0,300
9,4,1,850
9,4,2,750
9,4,3,700
9,4,4,750
9,4,5,850
9,4,6,300
9,4,7,100
9,4,8,850
9,4,9,800
9,4,10,800
9,4,11,800
9,4,12,150
9,4,13,700
9,4,14,850
9,4,15,750
9,4,16,100
9,4,17,850
9,4,18,50
9,4,19,850
9,5,0,850
9,5,1,800
9,5,2,700
9,5,3,750
9,5,4,850
9,5,5,650
9,5,6,850
9,5,7,100
9,5,8,250
9,5,9,850
9,5,10,650
9,5,11,800
9,5,12,800
9,5,13,800
9,5,14,100
9,5,15,850
9,5,16,750
9,5,17,850
9,5,18,800
9,5,19,850
10,1,0,200
10,1,1,400
10,1,2,100
10,1,3,900
10,1,4,700
10,1,5,450
10,1,6,200
10,1,7,350
10,1,8,150
10,1,9,500
10,1,10,200
10,1,11,450
10,1,12,50
10,1,13,500
10,1,14,250
10,1,15,150
10,1,16,450
10,1,17,150
10,1,18,50
10,1,19,100
10,2,0,50
10,2,1,150
10,2,2,50
10,2,3,150
10,2,4,100
10,2,5,200
10,2,6,400
10,2,7,350
10,2,8,50
10,2,9,200
10,2,10,50
10,2,11,300
10,2,12,100
10,2,13,450
10,2,14,650
10,2,15,50
10,2,16,250
10,2,17,150
10,2,18,150
10,2,19,100
10,3,0,150
10,3,1,250
10,3,2,300
10,3,3,150
10,3,4,500
10,3,5,200
10,3,6,100
10,3,7,350
10,3,8,150
10,3,9,50
10,3,10,100
10,3,11,200
10,3,12,350
10,3,13,850
10,3,14,150
10,3,15,50
10,3,16,200
10,3,17,600
10,3,18,50
10,3,19,550
10,4,0,50
10,4,1,500
10,4,2,400
10,4,3,400
10,4,4,200
10,4,5,300
10,4,6,600
10,4,7,350
10,4,8,350
10,4,9,50
10,4,10,450
10,4,11,100
10,4,12,400
10,4,13,350
10,4,14,100
10,4,15,350
10,4,16,350
10,4,17,200
10,4,18,450
10,4,19,350
10,5,0,300
10,5,1,150
10,5,2,400
10,5,3,250
10,5,4,250
10,5,5,50
10,5,6,200
10,5,7,500
10,5,8,200
10,5,9,750
10,5,10,50
10,5,11,200
10,5,12,150
10,5,13,450
10,5,14,50
10,5,15,600
10,5,16,50
10,5,17,250
10,5,18,200
10,5,19,150
11,1,0,250
11,1,1,50
11,1,2,50
11,1,3,50
11,1,4,50
11,1,5,150
11,1,6,150
11,1,7,50
11,1,8,50
11,1,9,100
11,1,10,200
11,1,11,50
11,1,12,100
11,1,13,100
11,1,14,250
11,1,15,150
11,1,16,150
11,1,17,250
11,1,18,150
11,1,19,50
11,2,0,50
11,2,1,100
11,2,2,150
11,2,3,100
11,2,4,100
11,2,5,150
11,2,6,300
11,2,7,150
11,2,8,50
11,2,9,50
11,2,10,150
11,2,11,50
11,2,12,250
11,2,13,200
11,2,14,100
11,2,15,50
11,2,16,50
11,2,17,50
11,2,18,100
11,2,19,50
11,3,0,50
11,3,1,200
11,3,2,50
11,3,3,100
11,3,4,50
11,3,5,50
11,3,6,50
11,3,7,100
11,3,8,150
11,3,9,200
11,3,10,50
11,3,11,100
11,3,12,100
11,3,13,150
11,3,14,150
11,3,15,300
11,3,16,50
11,3,17,50
11,3,18,100
11,3,19,200
11,4,0,50
11,4,1,100
11,4,2,50
11,4,3,100
11,4,4,50
11,4,5,50
11,4,6,50
11,4,7,50
11,4,8,150
11,4,9,50
11,4,10,50
11,4,11,100
11,4,12,150
11,4,13,50
11,4,14,50
11,4,15,100
11,4,16,100
11,4,17,100
11,4,18,200
11,4,19,100
11,5,0,450
11,5,1,200
11,5,2,50
11,5,3,50
11,5,4,150
11,5,5,50
11,5,6,300
11,5,7,50
11,5,8,150
11,5,9,250
11,5,10,150
11,5,11,50
11,5,12,350
11,5,13,50
11,5,14,200
11,5,15,150
11,5,16,250
11,5,17,150
11,5,18,200
11,5,19,50
12,1,0,750
12,1,1,900
12,1,2,900
12,1,3,850
12,1,4,900
12,1,5,850
12,1,6,900
12,1,7,900
12,1,8,900
12,1,9,900
12,1,10,900
12,1,11,200
12,1,12,900
12,1,13,150
12,1,14,900
12,1,15,900
12,1,16,900
12,1,17,900
12,1,18,900
12,1,19,900
12,2,0,900
12,2,1,450
12,2,2,100
12,2,3,150
12,2,4,850
12,2,5,900
12,2,6,900
12,2,7,200
12,2,8,900
12,2,9,200
12,2,10,900
12,2,11,50
12,2,12,900
12,2,13,900
12,2,14,350
12,2,15,50
12,2,16,350
12,2,17,900
12,2,18,900
12,2,19,900
12,3,0,900
12,3,1,900
12,3,2,100
12,3,3,900
12,3,4,850
12,3,5,900
12,3,6,900
12,3,7,850
12,3,8,450
12,3,9,100
12,3,10,300
12,3,11,100
12,3,12,850
12,3,13,850
12,3,14,900
12,3,15,850
12,3,16,900
12,3,17,900
12,3,18,900
12,3,19,100
12,4,0,350
12,4,1,900
12,4,2,900
12,4,3,900
12,4,4,50
12,4,5,900
12,4,6,900
12,4,7,50
12,4,8,900
12,4,9,900
12,4,10,900
12,4,11,150
12,4,12,900
12,4,13,900
12,4,14,850
12,4,15,900
12,4,16,350
12,4,17,50
12,4,18,900
12,4,19,50
12,5,0,50
12,5,1,50
12,5,2,900
12,5,3,800
12,5,4,50
12,5,5,900
12,5,6,100
12,5,7,50
12,5,8,900
12,5,9,900
12,5,10,900
12,5,11,800
12,5,12,100
12,5,13,850
12,5,14,900
12,5,15,900
12,5,16,900
12,5,17,900
12,5,18,850
12,5,19,900
13,1,0,450
13,1,1,450
13,1,2,600
13,1,3,850
13,1,4,400
13,1,5,600
13,1,6,550
13,1,7,550
13,1,8,550
13,1,9,400
13,1,10,650
13,1,11,500
13,1,12,550
13,1,13,500
13,1,14,750
13,1,15,700
13,1,16,700
13,1,17,600
13,1,18,650
13,1,19,400
13,2,0,650
13,2,1,500
13,2,2,600
13,2,3,600
13,2,4,350
13,2,5,600
13,2,6,750
13,2,7,750
13,2,8,750
13,2,9,500
13,2,10,600
13,2,11,550
13,2,12,650
13,2,13,350
13,2,14,650
13,2,15,650
13,2,16,550
13,2,17,500
13,2,18,550
13,2,19,550
13,3,0,500
13,3,1,600
13,3,2,700
13,3,3,700
13,3,4,400
13,3,5,550
13,3,6,450
13,3,7,650
13,3,8,400
13,3,9,550
13,3,10,600
13,3,11,350
13,3,12,400
13,3,13,600
13,3,14,500
13,3,15,700
13,3,16,600
13,3,17,400
13,3,18,650
13,3,19,700
13,4,0,400
13,4,1,350
13,4,2,650
13,4,3,400
13,4,4,250
13,4,5,450
13,4,6,650
13,4,7,400
13,4,8,400
13,4,9,650
13,4,10,400
13,4,11,550
13,4,12,400
13,4,13,750
13,4,14,650
13,4,15,700
13,4,16,400
13,4,17,650
13,4,18,450
13,4,19,350
13,5,0,450
13,5,1,550
13,5,2,700
13,5,3,550
13,5,4,650
13,5,5,300
13,5,6,750
13,5,7,650
13,5,8,450
13,5,9,600
13,5,10,600
13,5,11,650
13,5,12,600
13,5,13,400
13,5,14,750
13,5,15,700
13,5,16,550
13,5,17,500
13,5,18,500
13,5,19,650
14,1,0,200
14,1,1,100
14,1,2,250
14,1,3,150
14,1,4,200
14,1,5,150
14,1,6,100
14,1,7,50
14,1,8,100
14,1,9,100
14,1,10,50
14,1,11,300
14,1,12,200
14,1,13,100
14,1,14,100
14,1,15,200
14,1,16,50
14,1,17,150
14,1,18,100
14,1,19,50
14,2,0,50
14,2,1,150
14,2,2,50
14,2,3,250
14,2,4,300
14,2,5,150
14,2,6,150
14,2,7,50
14,2,8,200
14,2,9,150
14,2,10,50
14,2,11,50
14,2,12,150
14,2,13,50
14,2,14,50
14,2,15,50
14,2,16,100
14,2,17,50
14,2,18,250
14,2,19,150
14,3,0,100
14,3,1,100
14,3,2,100
14,3,3,100
14,3,4,300
14,3,5,200
14,3,6,100
14,3,7,150
14,3,8,50
14,3,9,50
14,3,10,50
14,3,11,50
14,3,12,300
14,3,13,50
14,3,14,50
14,3,15,50
14,3,16,50
14,3,17,200
14,3,18,100
14,3,19,100
14,4,0,200
14,4,1,150
14,4,2,50
14,4,3,50
14,4,4,100
14,4,5,100
14,4,6,150
14,4,7,350
14,4,8,100
14,4,9,50
14,4,10,100
14,4,11,100
14,4,12,200
14,4,13,100
14,4,14,150
14,4,15,200
14,4,16,150
14,4,17,150
14,4,18,50
14,4,19,50
14,5,0,200
14,5,1,200
14,5,2,50
14,5,3,250
14,5,4,50
14,5,5,250
14,5,6,50
14,5,7,250
14,5,8,50
14,5,9,300
14,5,10,200
14,5,11,200
14,5,12,100
14,5,13,100
14,5,14,200
14,5,15,50
14,5,16,200
14,5,17,50
14,5,18,50
14,5,19,250
15,1,0,650
15,1,1,750
15,1,2,650
15,1,3,800
15,1,4,750
15,1,5,650
15,1,6,500
15,1,7,750
15,1,8,800
15,1,9,750
15,1,10,800
15,1,11,750
15,1,12,550
15,1,13,700
15,1,14,550
15,1,15,650
15,1,16,600
15,1,17,650
15,1,18,700
15,1,19,500
15,2,0,550
15,2,1,800
15,2,2,500
15,2,3,700
15,2,4,650
15,2,5,850
15,2,6,600
15,2,7,650
15,2,8,650
15,2,9,750
15,2,10,750
15,2,11,750
15,2,12,700
15,2,13,850
15,2,14,650
15,2,15,450
15,2,16,750
15,2,17,550
15,2,18,650
15,2,19,700
15,3,0,650
15,3,1,650
15,3,2,500
15,3,3,700
15,3,4,500
15,3,5,550
15,3,6,650
15,3,7,600
15,3,8,550
15,3,9,500
15,3,10,700
15,3,11,750
15,3,12,650
15,3,13,550
15,3,14,600
15,3,15,700
15,3,16,700
15,3,17,600
15,3,18,650
15,3,19,700
15,4,0,650
15,4,1,500
15,4,2,750
15,4,3,800
15,4,4,750
15,4,5,700
15,4,6,500
15,4,7,500
15,4,8,450
15,4,9,650
15,4,10,850
15,4,11,800
15,4,12,700
15,4,13,650
15,4,14,500
15,4,15,700
15,4,16,500
15,4,17,550
15,4,18,700
15,4,19,700
15,5,0,750
15,5,1,700
15,5,2,750
15,5,3,500
15,5,4,650
15,5,5,700
15,5,6,550
15,5,7,700
15,5,8,700
15,5,9,750
15,5,10,750
15,5,11,800
15,5,12,800
15,5,13,850
15,5,14,650
15,5,15,600
15,5,16,550
15,5,17,700
15,5,18,400
15,5,19,700
16,1,0,300
16,1,1,150
16,1,2,400
16,1,3,100
16,1,4,100
16,1,5,150
16,1,6,100
16,1,7,600
16,1,8,100
16,1,9,700
16,1,10,100
16,1,11,350
16,1,12,450
16,1,13,50
16,1,14,500
16,1,15,50
16,1,16,100
16,1,17,400
16,1,18,150
16,1,19,50
16,2,0,200
16,2,1,50
16,2,2,150
16,2,3,250
16,2,4,50
16,2,5,100
16,2,6,250
16,2,7,250
16,2,8,550
16,2,9,550
16,2,10,300
16,2,11,100
16,2,12,150
16,2,13,50
16,2,14,550
16,2,15,50
16,2,16,200
16,2,17,400
16,2,18,100
16,2,19,50
16,3,0,50
16,3,1,200
16,3,2,50
16,3,3,50
16,3,4,50
16,3,5,100
16,3,6,150
16,3,7,100
16,3,8,50
16,3,9,50
16,3,10,400
16,3,11,50
16,3,12,150
16,3,13,50
16,3,14,150
16,3,15,200
16,3,16,300
16,3,17,250
16,3,18,300
16,3,19,400
16,4,0,150
16,4,1,100
16,4,2,300
16,4,3,250
16,4,4,100
16,4,5,150
16,4,6,50
16,4,7,450
16,4,8,50
16,4,9,50
16,4,10,100
16,4,11,150
16,4,12,150
16,4,13,100
16,4,14,150
16,4,15,100
16,4,16,250
16,4,17,150
16,4,18,100
16,4,19,50
16,5,0,200
16,5,1,100
16,5,2,250
16,5,3,350
16,5,4,200
16,5,5,50
16,5,6,400
16,5,7,50
16,5,8,250
16,5,9,350
16,5,10,350
16,5,11,200
16,5,12,50
16,5,13,50
16,5,14,350
16,5,15,500
16,5,16,50
16,5,17,150
16,5,18,150
16,5,19,450
17,1,0,800
17,1,1,800
17,1,2,750
17,1,3,950
17,1,4,650
17,1,5,1000
17,1,6,750
17,1,7,550
17,1,8,600
17,1,9,550
17,1,10,900
17,1,11,500
17,1,12,900
17,1,13,650
17,1,14,700
17,1,15,500
17,1,16,550
17,1,17,500
17,1,18,900
17,1,19,950
17,2,0,950
17,2,1,650
17,2,2,950
17,2,3,650
17,2,4,1000
17,2,5,500
17,2,6,750
17,2,7,1000
17,2,8,550
17,2,9,550
17,2,10,650
17,2,11,450
17,2,12,300
17,2,13,700
17,2,14,850
17,2,15,950
17,2,16,950
17,2,17,300
17,2,18,450
17,2,19,300
17,3,0,650
17,3,1,350
17,3,2,300
17,3,3,500
17,3,4,750
17,3,5,500
17,3,6,700
17,3,7,650
17,3,8,650
17,3,9,600
17,3,10,950
17,3,11,650
17,3,12,500
17,3,13,650
17,3,14,900
17,3,15,850
17,3,16,800
17,3,17,500
17,3,18,900
17,3,19,450
17,4,0,850
17,4,1,900
17,4,2,700
17,4,3,650
17,4,4,900
17,4,5,700
17,4,6,750
17,4,7,500
17,4,8,600
17,4,9,900
17,4,10,400
17,4,11,450
17,4,12,500
17,4,13,800
17,4,14,800
17,4,15,750
17,4,16,800
17,4,17,800
17,4,18,850
17,4,19,700
17,5,0,750
17,5,1,750
17,5,2,250
17,5,3,1000
17,5,4,700
17,5,5,500
17,5,6,500
17,5,7,750
17,5,8,950
17,5,9,650
17,5,10,300
17,5,11,400
17,5,12,750
17,5,13,700
17,5,14,550
17,5,15,900
17,5,16,650
17,5,17,700
17,5,18,900
17,5,19,650
18,1,0,450
18,1,1,500
18,1,2,650
18,1,3,600
18,1,4,950
18,1,5,550
18,1,6,550
18,1,7,250
18,1,8,500
18,1,9,450
18,1,10,950
18,1,11,900
18,1,12,800
18,1,13,850
18,1,14,800
18,1,15,450
18,1,16,900
18,1,17,600
18,1,18,650
18,1,19,350
18,2,0,650
18,2,1,300
18,2,2,800
18,2,3,600
18,2,4,700
18,2,5,650
18,2,6,950
18,2,7,950
18,2,8,550
18,2,9,650
18,2,10,750
18,2,11,700
18,2,12,650
18,2,13,1000
18,2,14,650
18,2,15,750
18,2,16,650
18,2,17,400
18,2,18,500
18,2,19,600
18,3,0,1000
18,3,1,250
18,3,2,200
18,3,3,300
18,3,4,650
