fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_10,t_11,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,optimal_budget
1,1,10,1,0.2168070276193661,0.0582155472691154,0.375,0.6213752196870518,0.0137306416884301,1.431463335873218e-09,8.524553294356809e-09,0.0007516211232353,0.7452898009465784,1.0,1.0164395367051604e-20,0.5328467153284673,0.0775193798449611,0.2770195499815567,0.0010924259249546,0.0015387569412183,0.0023092024983745,0.0086002751788141,0.0008134401804629,0.0021834270574724,0.0046013496197901,0.0167996001738312,0.5745209879456764,0.6424426549459508,0.6532103409475603,0.6802789083159996,0.5686477991960527,0.7037720618654351,0.7187069644236863,0.7875430545598522,0.25652146130387,0.0252808988764044,1.9198572871906784e-07,0.1309523809523808,0.5384615384615383,0.7511415030975652,0.96616883952925,0.994599397192642,0.0196268662608958,0.7694541656810524,1.0,0.1818181818181818,0.054862842892768,0.1523115288701323,0.6000000000000002,0.0338345864661654,0.4521350020705839,0.012132029022856258,0.006621045778486164,0.05773575383449853,0.08528663034585976,0.016449523733116346,0.008935354853489709,0.008979655949465579,0.013048396401676382,0.07075903302631911,0.07644864634520535,0.08323909214032446,0.09991696264036426,False
1,1,11,1,0.2856329271021846,0.1093767257281372,0.375,0.4410522835269382,0.0137306432937884,1.3519344016848697e-08,4.313487306792255e-09,5.536877665001537e-06,0.730938996887506,1.0,1.5246593050577406e-20,0.4854014598540146,0.0581395348837208,0.3199004057543342,0.0012455248662759,0.0020868703310603,0.0028016245244564,0.0057228887085898,0.0008293959388341,0.0025408830859083,0.0050102926676175,0.0102016458794706,0.5732229041013319,0.6410748230791286,0.6517512131760883,0.6775832482674345,0.5579238261831388,0.6904902929824215,0.7048341111508611,0.770247389408098,0.3890057994005516,0.0224719101123595,3.6014727782322255e-08,0.113095238095238,0.5475113122171944,0.7338859200926882,0.9608512146183132,0.9862804034848394,0.0254339090249982,0.7479683024959347,1.0,0.2181818181818182,0.1521197007481297,0.0632265490120851,0.6812500000000002,0.0864661654135338,0.2641574257273885,0.015236660163629345,0.02094601474495217,0.084853611656231,0.0773623759100259,0.01895916723966434,0.014931773198464353,0.021023347257253227,0.01278720059021059,0.0726086583102773,0.09114288435085989,0.09603702492193257,0.09242258346132048,False
1,1,12,1,0.2767340276224075,0.0961122453749154,0.625,0.4654806031879782,0.0137306475946647,4.405893780934919e-09,9.64827230203268e-09,0.0002529903841541,0.7838172126981249,1.0,1.3552527156068804e-20,0.4598540145985403,0.0348837209302325,0.4401117141803236,0.0025798141634332,0.0037314312384643,0.004964102680329,0.0153245505181519,0.0014839480571984,0.0044516708880548,0.0082614464815047,0.0258697160074704,0.5407222240300766,0.6045649149753431,0.6134487180359669,0.6337258868444147,0.5366534486604713,0.6641476978344788,0.6774212701734454,0.7400122766111494,0.3999173412203529,0.0252808988764044,1.6489235660667429e-07,0.1666666666666666,0.6606334841628958,0.7567237661660413,0.9544953085841216,0.989904116157603,0.0318483399940705,0.7809947582779703,1.0,0.1818181818181818,0.0723192019950125,0.1178871004307413,0.6125,0.0639097744360902,0.3037316523259559,0.005248293859072801,0.0021088789063051193,0.2014405422067944,0.17149168428488412,0.013456618196594858,0.005259568995123313,0.005350514744071977,0.010112586204938469,0.06997989410795039,0.07546766191068907,0.20800989637457623,0.2433748972623688,False
1,1,13,1,0.1717074538748916,0.0356817583891647,0.375,0.6753380219458779,0.0137306438652384,1.7959509463274774e-09,7.571561894342446e-09,0.0005223565086532,0.8622776255432836,1.0,2.2022856628611812e-20,0.5437956204379564,0.0465116279069766,0.4222882808601124,0.0013241439241309,0.0020604211771256,0.0030411596494588,0.0100328199900367,0.0009770868220612,0.003028881690253,0.006414240615187,0.021409422464189,0.5569012476695991,0.62269046685461,0.6324688862743754,0.6555329184410921,0.5655964021962918,0.7000604177173856,0.7149050145420562,0.7834158655771476,0.3753008382378242,0.0224719101123595,2.880380774999775e-07,0.1190476190476189,0.6018099547511313,0.6914088380408465,0.940073192173021,0.9830426655455796,0.0322875053258202,0.7664115369373756,1.0,0.1696969696969699,0.0748129675810474,0.1088455332257591,0.5875000000000002,0.1541353383458646,0.1423104648844307,0.002371157720049719,0.0037977678185201753,0.06932837520115293,0.05358848451899631,0.004071693735581273,0.006520648274777198,0.002511815503747617,0.004548960687559048,0.03507961496832146,0.03042022224326211,0.07364767274473717,0.07501404520136387,False
1,1,14,1,0.1583197892019532,0.0283352149258773,0.25,0.6409829525917052,0.0137306417965008,6.9081858039185765e-09,7.622931783942492e-09,0.0001094133247273,0.768526392795061,1.0,2.964615315390051e-20,0.4489051094890512,0.0503875968992246,0.3314275175212099,0.0034749876168606,0.0056324923418569,0.0081524901896237,0.0151817740972739,0.0025669816488336,0.0082332569889617,0.0168469736670165,0.0329430636764549,0.5435026472980541,0.6079468401884196,0.6173675355339716,0.637241563821471,0.5588955661951125,0.6920516499298699,0.7069317058665519,0.774052276881121,0.5076362321424717,0.0224719101123595,3.5280907369884746e-07,0.1547619047619047,0.6244343891402713,0.679817334829135,0.9361013747498872,0.9665036601259824,0.023216075722652,0.7708734788757395,1.0,0.2121212121212121,0.14214463840399,0.0665549241649973,0.65,0.0676691729323308,0.3062310771637602,0.013064947959296972,0.008386824142836835,0.18679546266166816,0.19754380738169738,0.00539286934795908,0.006651913376429156,0.008559972829736499,0.008404429637890471,0.0832304598332929,0.08897925132086995,0.19965871870088597,0.16554793206150759,False
1,1,15,1,0.2113165630451228,0.0525584961097772,0.375,0.7890185932103612,0.0137306463712116,2.389412417630053e-09,9.225200766896612e-09,0.0004743372019633,0.917372240713304,1.0,9.317362419797304e-21,0.5364963503649636,0.0426356589147286,0.4438168572482479,0.0007446141356292,0.0013231658993844,0.0022907862220106,0.005595385879491,0.0004503723488342,0.0016053486472725,0.0040480788219019,0.0100857843702682,0.53841818941713,0.6018819403962452,0.6105722287812188,0.628032176774299,0.5415698977442016,0.6701317071953756,0.6836645677536285,0.7453720840606539,0.4153143981976088,0.0393258426966292,7.32533164411401e-08,0.1369047619047618,0.6334841628959276,0.7450938192296501,0.9562637390340604,0.9892273110632528,0.0257601431286632,0.8039094157492521,1.0,0.1757575757575759,0.1246882793017457,0.0665004156275976,0.5875000000000002,0.0639097744360902,0.2933173821684382,0.001041919077055717,0.0019248415773566675,0.044751862894842474,0.053680164962505425,0.004274723398437272,0.007569253857651123,0.0006917112918117991,9.340826816235983e-05,0.020108557878359152,0.014426766735451443,0.043435357481499896,0.059516820164907176,False
1,1,16,1,0.3625271292772213,0.1918341018159158,0.375,0.6598564596253951,0.0137306452408855,2.741147549859965e-09,7.394833562434551e-09,0.0003212164642532,0.8107292586284465,1.0,9.317362419797304e-21,0.4890510948905111,0.0697674418604651,0.2783025676390871,0.0006331884950055,0.0011653802371599,0.0014876046238344,0.0055340023384113,0.0004452975229597,0.0016451877890475,0.003005184072663,0.0111104178388943,0.5895546809496344,0.6593892835829455,0.6709519553049796,0.7010687768233907,0.5742062925230302,0.7107355030953982,0.725883269340371,0.7955183366922034,0.3040737907279067,0.0224719101123595,3.030207704470828e-07,0.1220238095238094,0.6742081447963801,0.7450794504109102,0.9612671846614382,0.9884380505899756,0.0409364608083333,0.792964279025774,1.0,0.2000000000000001,0.0623441396508728,0.1448103878235446,0.675,0.0451127819548872,0.4188367435406258,0.02170920537643018,0.010186469323658583,0.08253329477677154,0.11494500502399886,0.012227351065562372,0.021751452704197694,0.007907469320427497,0.013643339884378627,0.06522530562746874,0.07432221702718061,0.11471966974507308,0.09641045612161699,False
1,1,17,1,0.1787172269467236,0.0386379798474545,0.375,0.6871999250045325,0.0137306494327906,1.2565179579579766e-08,8.15019776051999e-09,4.8883362039865216e-05,0.7976509296001549,1.0,9.317362419797304e-21,0.5145985401459856,0.0465116279069766,0.4005901881224641,0.0015151058990054,0.0020409016460031,0.0027400082217979,0.0072271532081438,0.0012961109454693,0.0033585704314693,0.0061990683225238,0.0154680425560629,0.5276900862703556,0.5897647490407588,0.5977252923358902,0.6129316608430723,0.5590665427940648,0.6918655303187181,0.7062651939519201,0.7724979546852628,0.371857606314909,0.044943820224719,9.930458029665053e-08,0.1309523809523808,0.6153846153846152,0.7032304944506502,0.9344462049278892,0.9801578138441396,0.0215489693331876,0.7562550547871825,1.0,0.1818181818181818,0.1072319201995012,0.0798004987531172,0.58125,0.0676691729323308,0.2787374039479133,0.0022010712754889786,0.005848097015424981,0.05338496097412061,0.056367210088313795,0.015891653975652714,0.006675407535588513,0.005347095217992752,0.005341460187824502,0.02949919882228942,0.0340575034576892,0.042910881042526834,0.041764488020710575,False
1,1,18,1,0.2242076217681452,0.0759201461722436,0.375,0.757738785850315,0.0137306479094538,7.460809135615305e-09,7.770774150749918e-09,0.000101152102486,0.8312221979953323,1.0,1.2705494208814504e-20,0.4087591240875913,0.0542635658914728,0.286532450639694,0.0019359822733263,0.0031041276611323,0.0046519857323139,0.011953300906039,0.0010172973085517,0.0032611966718274,0.0067991962286478,0.0178934263266784,0.4876332513844022,0.5449186632231593,0.5508132466996614,0.5574979873930686,0.4965023404368938,0.614207512825028,0.625420082073809,0.6777404675237445,0.3472856886503155,0.0421348314606741,2.955294239735309e-07,0.1636904761904761,0.597285067873303,0.7175906033078505,0.9562289341571092,0.9872911603406548,0.0136328020630371,0.7577124027814914,1.0,0.1696969696969699,0.0922693266832918,0.0885590900796788,0.58125,0.0639097744360902,0.2907138146290587,0.0035144002396040974,0.003126421105094265,0.07240054798507911,0.055787890339484905,0.002706119800846938,0.0043910806740351796,0.0014749594720865381,0.004613242336449398,0.032924953605585845,0.04138966186730987,0.08000424060446658,0.08330687045960934,False
1,1,19,1,0.2246850012126289,0.0621170712653916,0.625,0.5719367863454744,0.013730641691682,1.3610010819313015e-09,6.535421199552752e-09,0.0006009738189926,0.8249862651762868,1.0,1.0164395367051604e-20,0.562043795620438,0.0426356589147286,0.4639893028402804,0.0027496812720541,0.003540788367929,0.0047909828069564,0.0102699098921199,0.0028477188221555,0.0068904292818289,0.0129277651691035,0.0295101648669176,0.5876674957535646,0.6572565914610136,0.6688992798102713,0.6988731185793426,0.5903881879853,0.7308421121284189,0.7470566800778826,0.8210824534563295,0.4254972230731837,0.0196629213483145,1.099046322521691e-07,0.101190476190476,0.5746606334841629,0.7289893318440774,0.948880629227091,0.983141146809942,0.0383835724132327,0.7839619275034535,1.0,0.2121212121212121,0.1246882793017457,0.0764754779717373,0.6312500000000002,0.1203007518796992,0.1883735828888362,0.024265055201501788,0.012144955384752649,0.19589638243195556,0.17166477115856973,0.014389206400098355,0.01902484443453982,0.009938795177667915,0.013004980680870436,0.06911899111461997,0.06275725037691045,0.18856330194470627,0.17828538873645539,False
1,2,0,1,0.2156882395747817,0.0547018368829722,0.625,0.8365630584810143,0.013730940746504,1.448952865699242e-08,7.64581055005584e-09,3.286677602260937e-05,0.937746340821438,1.0,3.4728350837426314e-20,0.4160583941605839,0.0581395348837208,0.2760973810402066,0.0011846705661262,0.0018085838663897,0.0025713759837817,0.0057177563083421,0.0009268957419967,0.0027891447887515,0.0057344362861057,0.0125246248371085,0.4955421934815665,0.5536521732641264,0.5597301312507904,0.566630743018886,0.5453790444551257,0.6748953256711856,0.6886200074051467,0.7513139750879367,0.3126397716094982,0.0533707865168539,1.1562167527999333e-07,0.1071428571428571,0.5429864253393665,0.651786575187336,0.9105129299125424,0.9682304690796888,0.0265457447613112,0.8212080223370053,1.0,0.1696969696969699,0.1321695760598503,0.0609003806273789,0.59375,0.0939849624060151,0.219766599180969,0.012305776132773227,0.002453032383492075,0.047339604333506285,0.05124392708489812,0.0008035673630233793,0.002331543626505907,0.006187152245253979,1.0409667125872006e-05,0.024510111059069816,0.019112524417910406,0.04236104422408856,0.04084478803264438,False
1,2,1,1,0.2358323495228348,0.0687282121741145,0.75,0.8242688761987733,0.013730930511963,1.4405218122373592e-08,6.967989239517562e-09,2.7098830782424067e-05,0.9214616217755228,1.0,1.8634724839594607e-20,0.5364963503649636,0.0155038759689922,0.8001967293741546,0.0023870819732527,0.0035158652772467,0.0051454220757637,0.012329009959091,0.0018355915309747,0.0051774516502225,0.010722289023848,0.0255737352986645,0.5228823182166186,0.5845094953922712,0.5924771181526634,0.6074836861098427,0.5516654757260172,0.6827869779998437,0.6970676913345617,0.7624429221892738,0.4000572643690314,0.0393258426966292,1.6489235660667429e-07,0.1369047619047618,0.5746606334841629,0.6804525103906689,0.9396463979258272,0.978222754298635,0.0178374463445203,0.8207490965626614,1.0,0.1818181818181818,0.1072319201995012,0.0798004987531172,0.6437500000000003,0.1090225563909773,0.2082675092153765,0.012197233461755407,0.0031571762711540474,0.15584377370573715,0.1693277268081027,0.0062157393928770135,0.00837869859821356,0.007316646535930033,0.0017884026704189134,0.08082765378436725,0.06983138245445882,0.17117811047664303,0.14064908339011464,False
1,2,2,1,0.1967258613989322,0.049319728695309,0.5,0.8672818993218707,0.0137309368303679,2.0689006902718722e-08,9.666984956540118e-09,2.466796001184117e-05,0.920924719069112,1.0,2.371692252312041e-20,0.4963503649635037,0.0581395348837208,0.3268166728144597,0.0050618636863267,0.0070928088600426,0.0090408791509447,0.0182051555430806,0.0042755666567891,0.0118364181626537,0.0210814100401272,0.0415867638743703,0.4852500249414045,0.54239659263181,0.5482579893136816,0.5550288746664258,0.5466389175429384,0.676810519578193,0.6909246386276743,0.7559713036856045,0.4614641434158599,0.0561797752808988,3.5280907369884746e-07,0.1577380952380952,0.5746606334841629,0.725022297161412,0.9493357254853338,0.9860223471125888,0.0527285729006989,0.8243532981271056,1.0,0.1696969696969699,0.114713216957606,0.0708229426433915,0.5750000000000002,0.1165413533834586,0.1787604104357429,0.01411713540187559,0.008312855027104413,0.11354745189972006,0.1299003234484857,0.005010571571759558,0.0036859127556131415,0.018049714038870457,0.01081791663570035,0.09824862223940296,0.09911607993360665,0.11277825174718172,0.13200534251376791,False
