fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,optimal_budget
1,1,10,1,0.11432542149450894,0.006575329110634142,0.14285714285714285,0.8860175272975358,2.1651991978045945e-07,4.201032721294432e-10,1.5659164929553217e-08,0.013024920774206927,0.0,1.0,0.15264797507788164,0.13669064748201437,0.23590091618595171,0.08971567387173102,0.07210991808786538,0.07466290067831804,0.11325722005481653,0.0874477727335744,0.08509416436325401,0.09290161035066058,0.1348194310480657,0.26365414898930273,0.24819083856433388,0.2361699860466442,0.2604902980822258,0.26242266992388097,0.2313406185759579,0.21851280836008624,0.26035441613274124,0.6936975809791948,0.11822660098522172,3.2755721954196696e-07,0.13569321533923312,0.4719101123595504,0.8356155418405562,0.8961950292921621,0.982985054123561,0.1525264021001042,0.6928238161175267,0.0,0.2702702702702699,0.375,0.27293592208920026,0.2687224669603524,0.14285714285714282,0.6021418468377449,3.1367152148882624e-05,1.3277626844772306e-09,6.411240978419607e-09,1.9310244786725486e-08,6.866670493080981e-08,1.709419841820441e-05,0.002502764453342759,0.0015513051873972854,0.0077258405268302195,0.4599876955767103,0.47736334931740393,True
1,1,11,1,0.0998286745584594,0.004221806918858845,0.0,0.9215364025973133,2.195661962094964e-07,8.15251810768637e-09,1.3156649065580891e-08,0.0005440134274005491,0.0,1.0,0.08722741433021808,0.06834532374100717,0.22746961017185985,0.0696366645114625,0.07007974407660578,0.08143564121630442,0.10292839195777737,0.08243523125938401,0.09899078579713538,0.1038530679225591,0.1371643674369556,0.23608646510001785,0.2339299071379115,0.2285025477839019,0.2385877279688099,0.2520210938057251,0.2359502968356999,0.22046733978469557,0.25503093702529,0.7524350366292287,0.123152709359606,3.6521533264361136e-07,0.13864306784660765,0.46067415730337125,0.7753366772140833,0.829456760158866,0.9713765180669096,0.2167898772991636,0.7010204289113815,0.0,0.2522522522522523,0.375,0.2543266546740278,0.2555066079295154,0.14285714285714282,0.571659498311347,3.9061286810062723e-10,1.3277626844772306e-09,6.411240978419607e-09,3.304317029741178e-08,6.946942177171943e-08,1.7437040719904898e-05,0.002481482997708793,0.0012532358016549901,0.0036270652456008396,0.43505329634168666,0.46434570155681404,True
1,1,12,1,0.11214824306391033,0.007045751227446706,0.0,0.9048677388321171,2.217361699018402e-07,1.994283422675048e-08,1.4187944662737107e-08,0.0002221521112145573,0.0,1.0,0.0809968847352025,0.05035971223021583,0.2601466487658783,0.048202280743450565,0.0607404935379664,0.08511290108957614,0.09224577908531117,0.06492411799500031,0.08401076076601588,0.10717762548057508,0.12097296372030275,0.22144776912859654,0.2289242190227223,0.23426192255033063,0.23230897210872092,0.23986668477301853,0.22530828072502118,0.22524451720668193,0.24306932672192372,0.7474025490629721,0.11576354679802957,2.9353093641220024e-07,0.12979351032448383,0.5730337078651684,0.8024584583621657,0.9035254436550204,0.9831793516944032,0.10630925244905859,0.6775185120684581,0.0,0.4234234234234235,0.375,0.4311146951181689,0.09691629955947137,0.12499999999999997,0.24032962302441413,3.9156522157601676e-10,1.334473896912978e-09,6.411240978419607e-09,1.4252976693249063e-08,7.81978840884078e-08,1.7682235028181143e-05,0.0018918734669281876,0.0047067237532385535,0.0031903961501326184,0.42579653081808844,0.42348217420295653,True
1,1,13,1,0.10678030428114166,0.005153217944416713,0.0,0.8824190599348497,2.1967057315458258e-07,3.0953118239771576e-09,1.524155230669051e-08,0.0017163686777953403,0.0,1.0,0.11838006230529596,0.08633093525179857,0.267814726840855,0.034198073330401424,0.07011963469816485,0.07198373864975505,0.10334285797461751,0.03964810127001589,0.09544968239127039,0.09547639675977848,0.13227274099521125,0.2211590908083294,0.2476633372367314,0.23510072923577163,0.2533808840169408,0.2304979375673324,0.24545938320639193,0.22679475915768477,0.26420064133571697,0.5680899478542054,0.11576354679802957,3.459089904149881e-07,0.13274336283185847,0.2359550561797752,0.8572985513460596,0.9065862757014322,0.9837389784494865,0.2051429974036479,0.6672754101266865,0.0,0.35135135135135137,0.5,0.3434650455927051,0.21145374449339205,0.05952380952380951,0.7870680945645583,3.9061286810062723e-10,1.3277626844772306e-09,6.411240978419607e-09,1.583651961397568e-08,7.877356401398692e-08,1.7243431591857746e-05,0.0017875685837059,0.001372697874535014,0.004293863747799578,0.4513662603364495,0.44075791079189564,True
1,1,14,1,0.11757118915996555,0.006579550781292697,0.2857142857142857,0.9220400127493709,2.2138716523682534e-07,1.3006334290774744e-08,1.2628964977099446e-08,0.00031533903963105856,0.0,1.0,0.14330218068535824,0.10791366906474821,0.2772967588690522,0.07973150364324483,0.07861980184145512,0.08550928062293928,0.11252089713328906,0.11486543124614512,0.10737266699383885,0.11526816949973206,0.15662131914059307,0.24753361318603273,0.24452033174844168,0.2357194850098948,0.2505210943621379,0.2884113324594423,0.25454881044750466,0.24283385571872507,0.2840468775181195,0.7420925205943245,0.123152709359606,3.1011282276355746e-07,0.13864306784660765,0.25842696629213524,0.7840015393788384,0.861727407983043,0.9817298251587463,0.15112471157862223,0.7264941794243875,0.0,0.2252252252252253,0.25,0.23746200607902745,0.15859030837004406,0.07738095238095236,0.5422467058735949,3.9061286810062723e-10,1.3277626844772306e-09,6.411240978419607e-09,2.6224853145016757e-08,9.132904990801203e-08,1.727194398358588e-05,0.0017394441790845464,0.0017814264713571224,0.003944881652052111,0.5051605679411896,0.5361457739069564,True
1,1,15,1,0.10004080376645143,0.004334063819656642,0.14285714285714285,0.9223455059170335,2.2141505458932705e-07,3.4667960432320815e-09,1.2759325472961307e-08,0.0012800240484099937,0.0,1.0,0.05607476635514019,0.035971223021582746,0.22022395656599913,0.11476249656255083,0.0971092198595338,0.12426527224600836,0.13260671488189146,0.11109605922793742,0.10385489510482604,0.12422384570180633,0.15097004071074016,0.25780334247811776,0.24028456531337683,0.24814632424712502,0.2471885794268035,0.2520837521136966,0.21536668505296352,0.21186562416991261,0.24076144159518142,0.5809645509457164,0.10591133004926112,4.0689292278673217e-07,0.13569321533923312,0.303370786516854,0.7858731036014133,0.8381348842491931,0.9654503896048743,0.23373518551994338,0.762176692895037,0.0,0.27027027027027034,0.5,0.2613981762917933,0.10572687224669605,0.11309523809523805,0.28854314002828857,0.025094405229019578,0.015154543277202106,0.02457660573940523,0.006565875756779862,0.010518795275885885,1.8121742584841645e-05,0.001701884403159821,0.004358491861589741,0.003420999137428918,0.488458070204715,0.526339809030368,True
1,1,16,1,0.09762902684590011,0.004411701904234244,0.0,0.9245232526003843,2.200541644247373e-07,1.658818950826977e-08,1.2141771563069648e-08,0.00023031608989913338,0.0,1.0,0.12772585669781933,0.14388489208633087,0.16983372921615209,0.04988417453640759,0.07389636233053154,0.08515850999287966,0.11993299576399241,0.05614822171751366,0.09589857142013858,0.10505874592369835,0.14482197011798437,0.1873034418971541,0.20274145546238242,0.1957153380646519,0.21733965699627156,0.19390954516352277,0.19516115272006684,0.1803944767105914,0.2211623410068111,0.6320691807425751,0.11822660098522172,4.530190129455666e-07,0.14454277286135697,0.303370786516854,0.7457020845153668,0.8162981686462558,0.961363210640461,0.19158027883626422,0.7185452341288652,0.0,0.21621621621621584,0.5,0.20668693009118544,0.14977973568281916,0.0357142857142857,0.7053885112013503,0.00033462035655293376,0.0013521336879544286,0.0021201571870200597,0.006116562640488221,0.0005095363230620138,0.0029451062842798725,6.532595474994535e-05,0.0012887094108749884,0.0037735366691440827,0.47418022471888294,0.5090659238900376,True
1,1,17,1,0.10752518300851144,0.004931854816799875,0.14285714285714285,0.9335600406902106,2.2176688639742102e-07,1.921241436526544e-08,1.5905868070844318e-08,0.0002629721819208526,0.0,1.0,0.14641744548286603,0.13309352517985595,0.22947433646597126,0.05709533600431521,0.06416314405468193,0.0800820789350194,0.1236053933639385,0.07645995825910312,0.08987090407291276,0.10615907883126252,0.1617774547725388,0.2171372903940776,0.21963581968368628,0.2175163128546641,0.24638856424537747,0.24229206683671634,0.22308142605328496,0.21681463397887113,0.27072658121564486,0.6454904965332089,0.123152709359606,3.1011282276355746e-07,0.14749262536873162,0.35955056179775324,0.813538227706097,0.8445477345346006,0.9697580718458321,0.20541315609588112,0.7691752080588923,0.0,0.2522522522522523,0.5,0.24316109422492416,0.16740088105726852,0.17857142857142852,0.29306930693069294,0.011844597706413917,0.0011600402044160607,0.03028745351798936,0.006864070996174559,0.005866624610912154,0.007610760851546455,0.0010138656154938786,0.0018951981023560644,0.0031288397993300184,0.44740247042656406,0.44944957260666113,True
1,1,18,1,0.11850862513500299,0.007073120766840591,0.14285714285714285,0.9168799029958977,2.2170534786110209e-07,6.69561171514616e-09,1.2530545272903276e-08,0.0006364336343159694,0.0,1.0,0.19626168224299068,0.06834532374100717,0.5502305435238228,0.028367278602248525,0.04840007686357428,0.05280283141826092,0.0815663349117508,0.051836529179600854,0.08022184317070336,0.0911522384206126,0.12825151830550985,0.23214445135674144,0.24652516481507292,0.23649639378519205,0.25242251920783987,0.2648718917677393,0.25891637748597573,0.2509025418342795,0.28821620032385376,0.7845140701854234,0.11822660098522172,2.3500659386311666e-07,0.13274336283185847,0.41573033707865203,0.7901870151470058,0.9015852260964756,0.9844306123260811,0.1788608952782907,0.6917891011505624,0.0,0.12612612612612611,0.375,0.12406178276781837,0.1806167400881057,0.05357142857142824,0.7171977701971879,0.00015753859917094721,0.00019910446394367145,0.0005865074942046581,0.0008540896197812245,0.0005228448485244206,1.7452218668312903e-05,0.0018521721636151267,0.0018817249446859772,0.0035087511439438474,0.41141234523716463,0.40739462048658015,True
1,1,19,1,0.1122274367028247,0.006257064717884876,0.0,0.9133356601174252,2.2112346140098457e-07,8.569540335781913e-11,1.3373025651734843e-08,0.051865209785907855,0.0,1.0,0.14641744548286603,0.11870503597122302,0.2596747670381873,0.04631554016998968,0.05149437336308238,0.04732922883570123,0.06976980764736862,0.047184856857770074,0.0724546896101591,0.0704047547027592,0.1023890055330452,0.22585811928322141,0.22768983039171664,0.20950839854820458,0.2200967921854191,0.23295122450549977,0.22314157072055796,0.20173370310031524,0.23516847598927382,0.7299660495623099,0.12561576354679813,3.8552589846462757e-07,0.14159292035398233,0.2808988764044944,0.7394653749743609,0.887568297633262,0.9818499458717715,0.08953188769808612,0.6745851830962466,0.0,0.20720720720720726,0.5,0.19756838905775087,0.09251101321585903,0.05357142857142824,0.4243281471004244,8.251941735186318e-05,1.3277626844772306e-09,2.73987681912178e-07,2.6254112077052245e-08,1.719408581216439e-06,0.0038413553688015937,0.0018608721983790922,0.0013905805712061603,0.007225224212930882,0.4441243551535779,0.48523818517825923,True
1,2,0,1,0.10894535461698006,0.00588575264031959,0.2857142857142857,0.9413431194295809,2.913913066367136e-07,1.3404163041691462e-08,1.323026536647127e-08,0.00032070968564510425,0.0,1.0,0.0809968847352025,0.12949640287769787,0.09144893111638952,0.07461008218154203,0.072763291533406,0.08387821260019468,0.05895262618855379,0.06568173368294844,0.08485947076012224,0.09246008920900384,0.07338856450221787,0.20863898887449406,0.20243863864319855,0.1952913407734861,0.16398106776690347,0.19368486612358593,0.1768321712151638,0.15963252703270603,0.14654163505509965,0.6266572191654793,0.12561576354679813,3.8552589846462757e-07,0.13864306784660765,0.1797752808988764,0.7342032748798841,0.8359271542316762,0.9757249827381278,0.15953053052522354,0.7782243859832614,0.0,0.37837837837837834,0.5,0.3708206686930091,0.12334801762114517,0.04166666666666666,0.57991513437058,0.21028196265577506,0.2103740740366711,0.1802707314784753,0.2305770043727168,0.23608426601693874,0.311309271144868,0.37321754845435806,0.38354522836746663,0.40733516122721397,0.48723011818140954,0.5370104474125866,True
1,2,1,1,0.10009007720317067,0.00375506171824608,0.14285714285714285,0.9548059036604328,2.9258246193481666e-07,1.0283864324490043e-08,1.1487895020068814e-08,0.00036829742286666217,0.0,1.0,0.09968847352024923,0.11151079136690646,0.16423481506616894,0.12803771525167634,0.1359488008615204,0.1358620045392528,0.14148079185252005,0.15429540638848138,0.1663881865228406,0.16805456948785014,0.1842478762339259,0.20099419706478738,0.20080169222309263,0.1816520454302739,0.17639676068080712,0.23796597496477778,0.21659134336813535,0.19358156756290812,0.21222635194825323,0.5322626087002211,0.13300492610837455,4.2937135752876067e-07,0.14454277286135697,0.32584269662921317,0.6737420920690935,0.7807068513162854,0.9504495896323215,0.17362430538433543,0.8111374022560703,0.0,0.3153153153153149,0.375,0.3194590906271323,0.06607929515418504,0.0714285714285714,0.283038342444283,0.21814794006818983,0.16336347733381903,0.13662038975292332,0.16575696683986185,0.19504498187453795,0.20679690588862346,0.21326955160633973,0.20648226093730057,0.3557161861200418,0.5693923178595166,0.5833918170624659,True
1,2,2,1,0.10162831942443395,0.004044809847199253,0.0,0.9392424142335128,2.905509738287163e-07,7.067588293365522e-08,1.1372759666350223e-08,2.6480260034655366e-05,0.0,1.0,0.1090342679127726,0.05755395683453239,0.326603325415677,0.06323993400306877,0.09127725066677406,0.10533261882912448,0.14009778947816343,0.07633549266111883,0.11315434293705273,0.1279849526060438,0.1712780267651367,0.15944107544264874,0.17721258057395306,0.17123068012557874,0.19340731770394093,0.17721691892710556,0.1757684399454328,0.16431824530075323,0.20900476609537622,0.7814827162067175,0.1305418719211823,4.2937135752876067e-07,0.15044247787610626,0.5505617977528092,0.7868442295146343,0.8358282991542829,0.9676630954676835,0.18977322046342154,0.7645866087993215,0.0,0.24324324324324326,0.125,0.2683825907003815,0.16740088105726852,0.2023809523809523,0.25133651379665783,0.21817850533971211,0.20862135657026815,0.1927380695604027,0.23830310803095098,0.2117507200654815,0.22838870333974592,0.25051028504427386,0.20779712123735045,0.3233104794602745,0.5264257771899524,0.5046710154254294,True
1,2,3,1,0.11336443611201794,0.006502648304516715,0.14285714285714285,0.940038245194046,2.9419659649885594e-07,8.49928176146548e-09,1.067077652354814e-08,0.0004185697763114269,0.0,1.0,0.12772585669781933,0.12589928057553956,0.20200659410784555,0.05713201604218332,0.07072204065712617,0.07606877952618718,0.10416177429920137,0.06451430076610365,0.08489240950575239,0.0969736127399643,0.12235272277381248,0.15994117399158925,0.16485375428497961,0.15070026413693594,0.16628015499926407,0.16828639461126105,0.15123828393607963,0.13633562921439446,0.16403750980633824,0.6734968225533047,0.12561576354679813,3.8552589846462757e-07,0.14454277286135697,0.19101123595505642,0.7154234406718745,0.8044890899894419,0.9573937060601212,0.2183906858983768,0.7945570970680229,0.0,0.2612612612612613,0.5,0.25227963525835884,0.09691629955947137,0.06547619047619044,0.39666823825239667,0.22402022530770668,0.23960268687690184,0.21606244916302061,0.2509133064284644,0.21345572305544738,0.23693998448645015,0.30961712669608815,0.31653333819236384,0.36147181828030356,0.4871912261666199,0.5021797195536657,True
