fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,optimal_budget
1,1,10,1,0.0951952622131019,0.006441493375203554,0.14285714285714285,0.8879239932843439,2.2090094626000911e-07,1.2717605076832292e-08,1.6537508161684257e-08,0.0024790850003924615,0.0,0.9999999999999999,0.21339950372208435,0.15342465753424656,0.3623382199595167,0.08338453133172924,0.07859099224657407,0.09912547159157042,0.1207429552792163,0.07604070755845949,0.07128585612700339,0.08748015658665304,0.12450881580980278,0.29909838289811375,0.2966640621540457,0.31276275633016803,0.310596115769342,0.24919969697580968,0.29603792105446336,0.2976229921303183,0.31651362761111057,0.6591985958261803,0.11053984575835467,3.9791106502376133e-07,0.13392857142857137,0.323232323232324,0.8482784030127188,0.9400246173306712,0.9885811362719155,0.07650060051585722,0.6999538246498208,0.0,0.10370370370370352,0.31428571428571406,0.1069592831964079,0.19927536231884038,0.06329113924050632,0.47636334982467426,0.0008409402192366256,0.0017276321594301596,0.000674227079520403,0.0017716292392665743,9.064261478229283e-05,0.01111080458291262,0.006219453531055024,0.5013128582548515,0.4835938022380308,True
1,1,11,1,0.08405160910016113,0.004463375172360848,0.14285714285714285,0.9269663548050925,2.2372125677501175e-07,3.1360206805872013e-09,1.4297069448276171e-08,0.009210081645558938,0.0,0.9999999999999999,0.039702233250620264,0.04657534246575337,0.1681098970848256,0.032687174266581465,0.02800519536417656,0.03912971651689673,0.05760301973707216,0.033840605754009045,0.0239373213132813,0.0374479242014259,0.06562372459886345,0.25185490639890873,0.24860210591501175,0.2567511426476776,0.2500210629211084,0.21141859036617427,0.2538982394984548,0.25214738783436885,0.2630256483218084,0.7229060570183528,0.11311053984575829,3.185753610664141e-07,0.13095238095238085,0.4141414141414148,0.7797564343913077,0.8846725042031736,0.9813391245095637,0.13303840986344556,0.7340856298278643,0.0,0.28888888888888886,0.22857142857142798,0.3563272120200335,0.23188405797101433,0.11392405063291138,0.3678750935728799,6.094492409594208e-09,2.488623076367383e-07,1.6257173562219594e-07,1.3333439441170548e-06,4.5439388211121815e-05,0.0014017216720607312,0.0024178396228256276,0.4480038415800167,0.4815730476615541,True
1,1,12,1,0.09325463274402546,0.006689234049875093,0.0,0.9084341266246263,2.2586393269986434e-07,1.3163084301045542e-09,1.4175142117077071e-08,0.0219889678902722,0.0,0.9999999999999999,0.08188585607940449,0.07397260273972603,0.2353642186801727,0.044695190065213,0.04047655966066899,0.06450061581615568,0.07068408975257734,0.03333506087424842,0.032527716424872566,0.05629037647286955,0.07321243768762153,0.26494742147599515,0.2623258402756048,0.2805729148170454,0.265068386066764,0.21071535433599176,0.25990393312530946,0.26611071843763867,0.2685473140645508,0.7952910078146447,0.10796915167095114,3.0113096413132145e-07,0.13392857142857137,0.5656565656565662,0.8256260898652901,0.920393584812981,0.9881989224643828,0.08345925190060977,0.7249057689439402,0.0,0.28148148148148133,0.25714285714285734,0.3344968887539841,0.2137681159420289,0.08438818565400834,0.4253990992133663,6.128655657409092e-09,2.439334944083996e-07,1.5402358281285712e-07,1.0920631663227489e-06,7.431687159434178e-05,0.0019758269916526484,0.003051574532993072,0.4610669276058657,0.5039475341930202,True
1,1,13,1,0.08912342590014175,0.005247721449104483,0.0,0.8924502040746305,2.2470570459117112e-07,8.576346479278947e-09,1.5556528752721136e-08,0.003540820834100795,0.0,0.9999999999999999,0.11166253101736973,0.07671232876712336,0.32972943307173036,0.056304025210757114,0.03535075940175736,0.038017993624489155,0.05880824060477097,0.05474027545994564,0.03678147095863499,0.037205447857266594,0.06864905648891462,0.2848079555838259,0.27037164063710517,0.27302737152061507,0.2688362267422715,0.24259679676459645,0.2815968336645003,0.2714311291949526,0.2853628429846151,0.6589350049225073,0.10796915167095114,4.2038949996768814e-07,0.13095238095238085,0.2828282828282833,0.8641157867778091,0.9374838173947495,0.9893246194645302,0.15195656776194905,0.6669188424066135,0.0,0.22962962962962974,0.19999999999999885,0.2965920318651062,0.2137681159420289,0.08016877637130783,0.43985619057803843,8.224955192048324e-09,0.00037280333935376666,1.1913038741450827e-07,8.968237530457092e-07,9.338781513990468e-05,0.0018776831059278151,0.005265332287253715,0.46123610839265194,0.43780216457765087,True
1,1,14,1,0.09964755572595749,0.006723314370773634,0.2857142857142857,0.9257368855131997,2.2538690609140347e-07,1.332620658079984e-08,1.4258504759874487e-08,0.002011234723940916,0.0,0.9999999999999999,0.15632754342431762,0.08493150684931514,0.4462982273201251,0.08399407190932218,0.09411287745603192,0.10598646444840881,0.11705174366872606,0.0856597360138594,0.10355869373336024,0.12017544293361154,0.14378199066318464,0.29094171060544294,0.29945329598929415,0.3087229727273435,0.29800299682314957,0.2652647192331945,0.3298046294642757,0.3328733767266425,0.34241004565722544,0.8020954143488153,0.12082262210796914,3.5623347450629754e-07,0.13690476190476186,0.5555555555555558,0.8179013696831259,0.876955418387972,0.9842925040468371,0.14678429719965763,0.740976542352251,0.0,0.2962962962962964,0.34285714285714297,0.3154246977285373,0.14855072463768107,0.08860759493670885,0.2991658646134104,9.819386266591241e-09,2.5411494701081856e-07,2.660113731066268e-07,3.253499540485935e-06,9.529713294812909e-05,0.0022255309884258055,0.00322745125245678,0.47974865189636723,0.5320666311908085,True
1,1,15,1,0.08392003722648764,0.004520417688356341,0.14285714285714285,0.929224538086412,2.2605698340112422e-07,3.135678224744351e-09,1.3849538413732667e-08,0.00892302995626292,0.0,0.9999999999999999,0.08436724565756815,0.0794520547945205,0.22566610334040488,0.10993711054280075,0.1082684878270389,0.1136576912161858,0.14010475353581509,0.09532752345589751,0.10223248068082202,0.1012254836044088,0.13704420649403504,0.2888587074012663,0.2879673361801903,0.29111912099542736,0.29192152154029927,0.2329949572618626,0.283573792474475,0.270079659699339,0.28751465754401917,0.693973911398766,0.10796915167095114,3.9791106502376133e-07,0.13095238095238085,0.30303030303030365,0.8186945158575298,0.8515309491763006,0.974090466871341,0.2098247728139297,0.7841920057171857,0.0,0.17777777777777776,0.34285714285714297,0.1824083910895264,0.1666666666666665,0.1603375527426159,0.1876541651545991,0.0015235995846882315,4.8473460087661344e-05,0.0005867302140202126,3.609980890989822e-06,6.448350636477174e-05,0.005931181108791086,0.004574577123760788,0.6329071451053142,0.6000087650058794,True
1,1,16,1,0.08027803906318838,0.004346531088045646,0.0,0.9317395285509897,2.2451725477459762e-07,3.615095130271226e-08,1.2783764996824396e-08,0.000533079301298429,0.0,0.9999999999999999,0.09181141439205948,0.07123287671232872,0.28074699023604127,0.09089732838196762,0.08156815783263516,0.09601240301332709,0.11333948333995447,0.08616986091774642,0.07181742207392211,0.08986316304644709,0.11566732052309237,0.26074838774950904,0.25304225222638566,0.2625235314354044,0.2546504458973846,0.21721803912707982,0.24981354649953502,0.25040313353583243,0.259058538136831,0.651699381103124,0.11568123393316192,3.9791106502376133e-07,0.13690476190476186,0.4141414141414148,0.7818773745515015,0.8420357970516221,0.9710012032261304,0.17504480168902387,0.7588200301413639,0.0,0.22962962962962974,0.31428571428571406,0.25095570948722423,0.14855072463768107,0.03375527426160328,0.500860698010563,6.062687474132002e-09,2.6437810562484773e-07,1.8133180485285564e-07,1.640706821793128e-06,6.95987741487633e-05,0.0019351667753325496,0.003814486850808245,0.4993929357735278,0.5379477797934986,True
1,1,17,1,0.09077145506344456,0.005213638805733849,0.14285714285714285,0.9397713744640367,2.2624206096459956e-07,2.339225647812027e-08,1.640866063919616e-08,0.0012457974785737144,0.0,0.9999999999999999,0.1389578163771712,0.09863013698630138,0.33650437154086793,0.06066020588872101,0.05148587076988198,0.06134124942820435,0.0976258589519502,0.06203501262182265,0.0569406135331445,0.06821625905277412,0.11981511288146562,0.2587261479176065,0.25175790640842055,0.25840032312661987,0.2660046094656233,0.2299582943369337,0.27528169576262296,0.2722822499079173,0.30203088234534947,0.6726827691300459,0.11825192802056553,4.2038949996768814e-07,0.13988095238095236,0.4343434343434347,0.8398751193696175,0.8547240894950505,0.9750603725619307,0.21589352230965392,0.7796556471490637,0.0,0.10370370370370352,0.25714285714285534,0.12323569585673094,0.1666666666666665,0.1012658227848101,0.29770396612491107,6.128655657409092e-09,2.7755665955520337e-07,0.00037276538128429065,2.5283588934847807e-05,8.6107294356478e-05,0.002327039819501546,0.0032757539495447798,0.4769776096335125,0.5054541702697619,True
1,1,18,1,0.09982297254860589,0.007044640940967243,0.14285714285714285,0.923788872197779,2.2621085967910745e-07,1.197562489731329e-08,1.367623762070302e-08,0.0021622401248687748,0.0,0.9999999999999999,0.09429280397022327,0.07123287671232872,0.28969570575410014,0.031624589936948166,0.033370726333083245,0.04982847902562476,0.07513247738882323,0.04060760814724601,0.03874392760056533,0.05732876867568043,0.10141302138721986,0.2769957274256164,0.27936946596154444,0.2927223684398391,0.2927456638701287,0.24927038703523874,0.30257467533699456,0.30685229469911934,0.33097066220501536,0.6966837547310627,0.11053984575835467,3.0113096413132145e-07,0.12499999999999999,0.4141414141414148,0.8101018653844507,0.9458158968405321,0.9900666870544823,0.08021464168121195,0.7308877960887652,0.0,0.17777777777777776,0.25714285714285534,0.21126119289725298,0.09420289855072456,0.11392405063291138,0.15899903753609246,6.128655657409092e-09,2.510743735417437e-07,1.5439375578367362e-07,1.3035091820172134e-06,8.959557104526667e-05,0.0017299811484487193,0.0026150425530573618,0.48464252974396804,0.5010234465691239,True
1,1,19,1,0.09367635992165821,0.006181201015122808,0.0,0.9220571072527448,2.2559053797593832e-07,7.75159960523822e-09,1.4284604373285231e-08,0.003607098305359409,0.0,0.9999999999999999,0.13647642679900737,0.06027397260273962,0.49937639289292374,0.06399341419191767,0.04991882674814385,0.067866577790128,0.06845668981262432,0.05765763851781014,0.04567041301711977,0.06339653407906903,0.07622244723823879,0.2785464487825535,0.2686796983318033,0.2823529394170753,0.262486235514804,0.23288113151184953,0.2741593757865053,0.2762501877150674,0.2758511670885373,0.65294191379314,0.12082262210796914,4.440371555968939e-07,0.13690476190476186,0.2929292929292937,0.7836615425690869,0.8982372946474158,0.983751616644148,0.1131856931449135,0.702281797460369,0.0,0.3407407407407409,0.37142857142857055,0.3530622663116214,0.07971014492753606,0.09282700421940936,0.17243550897705529,6.2277254812367244e-09,2.582436347772138e-07,1.9781938828661923e-07,1.4380890418676167e-06,0.00010558358078175176,0.0017850258263666095,0.0034820169563709947,0.46377806648018194,0.4864979155532957,True
1,2,0,1,0.09192665068420065,0.0059319998610643625,0.2857142857142857,0.9468539733489452,2.976765867055185e-07,1.8442297992082273e-08,1.3496997242400362e-08,0.001314622271063118,0.0,0.9999999999999999,0.11662531017369723,0.05205479452054801,0.46680570038234287,0.04746471393287566,0.03759971847292792,0.04705436145249581,0.06568184727525617,0.04417338299043311,0.029711735126072114,0.038684969830945104,0.0675052353130896,0.23140608255346096,0.223001936931296,0.22834175528365408,0.22038565833858936,0.18718333027255774,0.220777878141586,0.21339771018848108,0.22364881139315052,0.6134708715944406,0.12082262210796914,3.765440405097412e-07,0.13690476190476186,0.3939393939393945,0.7517559946824699,0.8800953018508366,0.9833243555074134,0.08333077688743412,0.788253891376617,0.0,0.3629629629629626,0.2857142857142847,0.4171054321304738,0.20289855072463756,0.14767932489451463,0.2541494732261716,0.08742875256620204,0.08371319709395397,0.15989819024760318,0.14726958238510007,0.22828776933884787,0.21402875307740032,0.354150653430794,0.44091805196450407,0.4385436464225239,True
1,2,1,1,0.08434618168886873,0.004146090370369544,0.14285714285714285,0.9563563794826626,2.986367304565192e-07,6.470794614949655e-08,1.149740061876031e-08,0.00016956370874738225,0.0,0.9999999999999999,0.05707196029776672,0.06027397260273962,0.19055797501482352,0.06723998559123934,0.06892001675563464,0.08265636507150037,0.11394499403658975,0.06881669800887624,0.0645913380015547,0.08764623937090749,0.13343615252737506,0.18587107515206358,0.1850018661052134,0.19119239351901107,0.19277276842538704,0.16485301347871517,0.19948419530344652,0.20198294277710915,0.22682438877751898,0.6646179267784751,0.12339331619537278,4.440371555968939e-07,0.14285714285714274,0.2929292929292937,0.7118129234531363,0.819018892458999,0.9646460588343109,0.15646649520189254,0.803081960533768,0.0,0.2666666666666666,0.25714285714285734,0.3168917893458796,0.23188405797101433,0.1603375527426159,0.2687535829428254,0.06509480929053645,0.08585763892878187,0.18553690465374456,0.14314775188533294,0.17132610713484644,0.16842817674137422,0.261222807000526,0.4454178917814213,0.49083977964347375,True
1,2,2,1,0.08489528638425593,0.004333692689353251,0.0,0.9419173160860286,2.967978905016035e-07,9.824285124796017e-09,1.2393009277007193e-08,0.002415322244591321,0.0,0.9999999999999999,0.03473945409429277,0.05205479452054801,0.12843239485575253,0.044675495540154764,0.0290438016301231,0.04753079069767835,0.07799552907439444,0.04813692225019367,0.028043630424472055,0.04237448484222811,0.08558295574396912,0.19013591249901518,0.17513314328970153,0.18609091573552206,0.18663592139927232,0.1596183842797877,0.18329812610397422,0.17822873335445633,0.19997841446377285,0.7982611473599457,0.12596401028277626,4.689148491797638e-07,0.14285714285714274,0.37373737373737415,0.7894444753994305,0.8851390808787762,0.9787647394433829,0.14164517007394112,0.7634268004356086,0.0,0.1555555555555555,0.02857142857142736,0.2765638290738264,0.1449275362318839,0.08860759493670885,0.2929195710716403,0.08671525788442519,0.08011806863173533,0.15222853320333163,0.15826683177941273,0.18250442220661692,0.17866041852324369,0.27237362822824324,0.5084669899175137,0.5222492353852333,True
1,2,3,1,0.09556948375697388,0.006491806047165151,0.14285714285714285,0.9452926283035938,3.002814521460012e-07,3.023977398089151e-08,1.1025961107621491e-08,0.0005588095927468587,0.0,0.9999999999999999,0.14640198511166252,0.10684931506849316,0.3304913206158376,0.09187184441629759,0.06960884232665443,0.08410009785131073,0.08837386712380901,0.08507361450914541,0.06279523275974663,0.07629967587817782,0.09233367091493894,0.23039326871643462,0.21043262178782873,0.21839199331948633,0.19706400631490006,0.19036054943816405,0.2117445039851571,0.20670395545281672,0.20549208164757193,0.623973063587905,0.12339331619537278,3.9791106502376133e-07,0.13690476190476186,0.38383838383838453,0.7615266254357973,0.813237384241404,0.9632162670780167,0.2730152623203909,0.8140441699297376,0.0,0.12592592592592577,0.2857142857142847,0.14084079526483534,0.11594202898550715,0.0759493670886076,0.27402834182336044,0.08356257876418283,0.08491388192431888,0.16506198311385184,0.1398102270460214,0.2220394444999578,0.24952277525923297,0.3156970826539214,0.44023302299889705,0.432098749263304,True
