fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,optimal_budget
1,1,10,1,0.2175169099648402,0.0583371547120597,0.5555555555555556,0.626440369962222,0.0132184103222122,1.3939054788275918e-09,8.452588140423083e-09,0.0015035894665618,0.7493858248869937,1.0,2.9646153153900508e-21,0.5080213903743316,0.0926517571884983,0.2181379537229959,0.0001759548433346,0.0002949177270315,0.0004378310941645,0.0016278463308904,0.0002275383354672,0.0007819557236742,0.0011637292348814,0.0041032861289011,0.6441587063396851,0.6876735530720129,0.6925143063051156,0.7477729805992052,0.7202795485769932,0.7473708047521027,0.7597431566915298,0.8126766771910982,0.3277033767871141,0.0395480225988701,2.400251225276113e-08,0.1774647887323943,0.5384615384615383,0.6741227113497539,0.970227890166803,0.9945976812050872,0.012890107481101,0.7879046985126998,1.0,0.1459074733096086,0.0692464358452138,0.0449640287769784,0.4253731343283581,0.0325443786982248,0.3547914496761604,0.01949753094453807,0.005179885767538791,0.01274504202911589,0.008126215094226926,0.042814016371934,0.009605611854507926,0.02063668003376424,0.03323891629518386,0.04281440023150982,0.04939474137960892,False
1,1,11,1,0.2847281535298039,0.1084357911217349,0.6666666666666665,0.4406472381228251,0.0132184118066065,1.3804494103171484e-08,4.261406550141072e-09,1.7295373857102194e-05,0.732168795841762,1.0,4.446922973085077e-21,0.4652406417112299,0.0415335463258785,0.3792082465182584,0.0002437488221478,0.000360732066892,0.0005809725511109,0.0020338404824901,0.0002567006479537,0.0007886353686309,0.0012520906238383,0.0038869865237019,0.6431811722132786,0.6866273293217953,0.6914757428972742,0.7466892406127534,0.7087514872361633,0.7353846839249366,0.7475255077452114,0.7991293584121797,0.3964719372475075,0.0310734463276836,2.473895735743627e-07,0.1690140845070421,0.5944055944055942,0.6581218151548369,0.9655601357556204,0.986275912930716,0.0228277912397634,0.7711325407202564,1.0,0.1743772241992884,0.0794297352342158,0.0453404718085996,0.4850746268656716,0.1094674556213018,0.1579895632328021,0.024332324155399286,0.008521761093358195,0.022389652150206888,0.0191287287789774,0.14835530847337317,0.06274918799344398,0.06286624092838433,0.0851831260001012,0.08397270547602691,0.11310565564308366,False
1,1,12,1,0.2758898989595782,0.0954719784349031,0.5555555555555556,0.4679907648894676,0.0132184162285139,4.524643723299872e-09,9.668119780434706e-09,0.0004858735508579,0.7852810536654506,1.0,5.293955920339377e-21,0.4545454545454545,0.0670926517571883,0.2574112658551741,0.0005284725445448,0.0007276659043394,0.0010745236995792,0.0035249638718565,0.0005558532135334,0.0014726364698443,0.0021515536819858,0.0067731335421975,0.612371173686189,0.6537331333774177,0.658345535279804,0.710718960564588,0.6933095491109978,0.7193364992528756,0.7311819661388548,0.7812717050338049,0.3536487082016818,0.0367231638418079,1.2796285030645904e-07,0.2028169014084507,0.5664335664335662,0.6783923295034369,0.9599824194387148,0.989902563181519,0.0231300907295289,0.7906374956596847,1.0,0.1423487544483986,0.0712830957230143,0.0428887659103486,0.4365671641791044,0.0266272189349111,0.4084386111410409,0.010618168549363956,0.002296410924310309,0.014763609053089983,0.013306506024159438,0.10411917608723847,0.06815510501060289,0.08787008659596889,0.12948333658044545,0.17836347404600777,0.17361351697278538,False
1,1,13,1,0.1732815667782551,0.0360319519973027,0.6666666666666665,0.6801774678564435,0.0132184125212774,1.6192603569629311e-09,7.505974764537478e-09,0.0011385892985061,0.8654550888145717,1.0,5.7174723939665265e-21,0.4999999999999999,0.0415335463258785,0.405994424596418,0.0002314479138251,0.0004189163511672,0.000664651354644,0.0023258476488386,0.0003142932340474,0.0011298148934797,0.001819533908452,0.0058229570306838,0.628098273217875,0.670535023856587,0.6752585234621559,0.729012156789394,0.7170431442311942,0.7440195636947375,0.7563487203959557,0.8090053917237565,0.3720818924187455,0.0310734463276836,1.2163559287055857e-07,0.1661971830985915,0.6433566433566433,0.6183575653650086,0.9473080486140087,0.9832020251677096,0.0191688795735791,0.7903284788525105,1.0,0.1565836298932386,0.0773930753564154,0.0426515930113052,0.4402985074626865,0.0473372781065088,0.284213189170957,0.005487079114821507,0.006620626656865257,0.0035213701395714076,0.003663583051905082,0.0055539228501759125,0.005786795772926973,0.031176922775545773,0.029439107905884526,0.03380303528114164,0.03702513566422617,False
1,1,14,1,0.1603262215391605,0.0288740185524084,0.3333333333333333,0.6467174687003884,0.0132184103946719,6.8823999661500316e-09,7.528593939814764e-09,0.0002191464507921,0.7745493872966154,1.0,6.988021814847978e-21,0.4491978609625668,0.0479233226837059,0.330738019519684,0.0010354355947812,0.0016750985940305,0.0026956554483841,0.0063192884462554,0.0012879006380057,0.0042001577806512,0.0068659353614228,0.0141503468181889,0.6148859307138297,0.6565136970017804,0.6613145343871779,0.7142053945184542,0.7080666442698245,0.7347760200945067,0.7471014736900037,0.7990769288915417,0.4547059298223493,0.0338983050847458,2.0197173916735866e-07,0.1999999999999999,0.5664335664335662,0.6076502417863279,0.943809300126201,0.9666434064613192,0.0234877236960036,0.7872308531516161,1.0,0.1637010676156584,0.1181262729124236,0.0287769784172661,0.462686567164179,0.0828402366863905,0.1924253851955608,0.004292590793693427,0.0017245787048138675,0.0037360899573784813,0.0018902885909434352,0.13950923170972332,0.03147032692117067,0.13747113483959372,0.20558242812251845,0.21297330207784168,0.23192798055780206,False
1,1,15,1,0.2120268256542263,0.0527821161585024,0.5555555555555556,0.7919598326434937,0.0132184150414122,2.4175562715205348e-09,9.145333263019435e-09,0.000911521660959,0.9178184975677685,1.0,5.7174723939665265e-21,0.4999999999999999,0.0415335463258785,0.405994424596418,0.0002310005682333,0.0003296020826296,0.0004598014101208,0.0014265915368377,0.0002645336981255,0.0007603947394908,0.0010703852585171,0.0026474170499555,0.6110230736339569,0.6522770327739348,0.6568235539425756,0.7087017104638212,0.7015845023842523,0.7279309031469456,0.7399082594357388,0.7905859325671885,0.3547405406366598,0.0423728813559322,5.4035327691421185e-08,0.1436619718309859,0.5804195804195802,0.6676694251970199,0.9615072461436016,0.9893695409988896,0.0269533070815204,0.81948453730027,1.0,0.1423487544483986,0.0977596741344195,0.0312672938572219,0.4141791044776119,0.0532544378698224,0.2482544984376683,2.2460032463004183e-12,1.9870567911699026e-06,0.0005887182206199902,0.0011022363351958489,0.003684474051849673,0.00566377930544394,0.013127074275444276,0.014266420987927386,0.023130504182875218,0.020011326650068065,False
1,1,16,1,0.3608384215326849,0.1897225563093412,0.4444444444444445,0.6605587444265556,0.0132184138809826,2.818861756703477e-09,7.2477996355443625e-09,0.0006035156291863,0.8111826287811551,1.0,5.7174723939665265e-21,0.4919786096256684,0.0607028753993609,0.3009101875205613,0.0004241872957337,0.0006097710909262,0.0008287222654749,0.0015248874615319,0.0004821735362902,0.0014902592767405,0.0019500314389017,0.0035112975722464,0.6582927105532099,0.702775909402554,0.7077547377544015,0.7643312974778559,0.7197386239523633,0.7468189900494893,0.7591847063729215,0.8119471165668841,0.3693764014324378,0.0282485875706214,8.972632163044119e-08,0.1746478873239436,0.6223776223776225,0.6685683480644558,0.9659169839642922,0.9882986633310082,0.0320348552096358,0.8092690354622979,1.0,0.1565836298932386,0.1670061099796334,0.0189894595951146,0.4589552238805969,0.0621301775147929,0.2404643896131882,0.00667594970147068,0.007115191746540914,0.006379932947311931,0.013629355823134057,0.03567422018418185,0.050929946537002384,0.06420385281625514,0.05726563238967584,0.10627972685820264,0.15211915573340137,False
1,1,17,1,0.180199501872294,0.0389894472756172,0.3333333333333333,0.6907638756337524,0.0132184181028792,1.2584866599386083e-08,8.086181581448662e-09,0.0001015779344116,0.8007117488641121,1.0,2.541098841762901e-21,0.4786096256684492,0.0479233226837059,0.3512446540190809,0.0002649412385187,0.0004240696695294,0.0006001685591337,0.002109346276772,0.0003133445124368,0.0010979706141495,0.0015645913745323,0.005251698778149,0.6013721005628649,0.6419843802444449,0.6464581946071746,0.6975072043035194,0.7055709306715598,0.7320967516204624,0.7441718735766023,0.7955213945662221,0.4317524365269097,0.0564971751412429,5.4035327691421185e-08,0.1633802816901408,0.6643356643356644,0.6286977597946604,0.9423333208475456,0.980278479732454,0.0146261542022442,0.778829965368554,1.0,0.1530249110320284,0.0610997963340122,0.0525814642403724,0.4477611940298508,0.0650887573964497,0.2272570212038685,0.008167577685932459,0.005216153898595715,0.007341695207082723,0.021160267602076118,0.028604716694219948,0.006038158741560692,0.024415293584350458,0.026861636210362073,0.03854575160694599,0.05455898883459837,False
1,1,18,1,0.2236760767430191,0.074775098044184,0.4444444444444445,0.7633176850408504,0.0132184165612722,7.367285384583592e-09,7.645669159839756e-09,0.0002044444000587,0.8353279070256507,1.0,6.3527471044072535e-22,0.4010695187165774,0.0734824281150159,0.2118123962473199,0.0005593254013809,0.0010020871597733,0.0015944816994736,0.004035038624943,0.0004767824516908,0.0017110843269629,0.0028028123724311,0.0066036557348411,0.5630734565561876,0.6011613933032545,0.6054325715563673,0.6529345129168858,0.6585687666516932,0.6833001764647779,0.694510541677461,0.7406365853109211,0.4487436990945289,0.0480225988700565,1.7346909940856977e-07,0.1999999999999999,0.5699300699300698,0.6428669117377028,0.9614972090088232,0.9876231783892742,0.0128062767572989,0.7752981887007344,1.0,0.1387900355871887,0.120162932790224,0.0246659815005138,0.4104477611940298,0.07396449704142,0.1911676072082749,0.006298302118516919,0.0014095590526553151,0.0030843380440606933,0.004036593527615593,0.037913176564256516,0.03258946510387985,0.09322464088400359,0.10986825026214782,0.09203207556632342,0.0811631609960656,False
1,1,19,1,0.2253746148068083,0.0622673241108389,0.5555555555555556,0.5744860262843787,0.0132184103130908,1.5746863116815335e-09,6.436792510603141e-09,0.0010021822332608,0.8264191965807836,1.0,6.352747104407253e-21,0.5213903743315508,0.083067092651757,0.2458568647878056,0.0006302591797155,0.0009392406002218,0.0014632519614711,0.0042074439314867,0.0011412369061692,0.0035237567129941,0.0054504525114735,0.0152959374446606,0.6564484800082752,0.7008254219742875,0.7058470510108816,0.7626229112887626,0.7368714908413863,0.7646482226966607,0.7774369585326767,0.8325910059892782,0.391768519456901,0.0310734463276836,3.0302027177270697e-07,0.1577464788732394,0.5699300699300698,0.65319534375386,0.9550304129193956,0.982983902858224,0.0311258445039731,0.7853854788669397,1.0,0.1565836298932386,0.0794297352342158,0.0415760414923874,0.507462686567164,0.0798816568047337,0.2143064261584388,0.010644749361893297,0.009771075169110533,0.011641259277540878,0.01464522631308164,0.055555840142571006,0.05285915281254018,0.16397211341218,0.2073058594262426,0.2016255874843,0.23086444482246862,False
1,2,0,1,0.2165467672583955,0.0550027468552208,0.6666666666666665,0.8387452480697624,0.0132187100645603,1.4609797504425816e-08,7.612252081686044e-09,7.036120390868952e-05,0.9388065415412308,1.0,1.0376153603865179e-20,0.4117647058823529,0.0287539936102235,0.4314069525167232,0.0001855428199082,0.0002724058792282,0.0003992261641914,0.0016681639411681,0.0002543454430305,0.0007597255184691,0.0011544293726675,0.0040667881599336,0.5720719035685797,0.6106730222644637,0.6148760961891044,0.6629296027794782,0.7032382507418464,0.7296520965095287,0.7416724683225775,0.7926804606375565,0.340961328032937,0.0649717514124294,4.089578863051072e-08,0.1577464788732394,0.6293706293706294,0.5807663738206967,0.9212918257064184,0.9683039445837868,0.0210956499272387,0.8300048927219239,1.0,0.1387900355871887,0.0631364562118126,0.0472764645426515,0.4141791044776119,0.0828402366863905,0.1755468160758539,1.8727478077657694e-06,3.8248668652368635e-07,0.005191829003911381,0.0019633329697576214,0.004228388277176905,0.007160599617154056,0.01164246663695969,0.016369250450037436,0.021558459300741878,0.02998927437323441,False
1,2,1,1,0.2360959311936237,0.0686882771032471,0.7777777777777777,0.8267198641489258,0.0132186998639088,1.4313414879586791e-08,6.869516169697582e-09,6.013082683987852e-05,0.9219529665587216,1.0,7.199780051661553e-21,0.4946524064171123,0.0447284345047922,0.381165697993201,0.000470978321548,0.000767277502851,0.0011502191178551,0.0038091828069586,0.0006415743036872,0.0020071092001294,0.0031344238411099,0.0094344341535402,0.5963780800180014,0.6366816732182867,0.6411680341823103,0.6920210109032559,0.7063330548588804,0.7329052939386456,0.7450573194857006,0.7967508716205857,0.3541114094211622,0.0395480225988701,2.670268164806609e-07,0.2028169014084507,0.6013986013986012,0.608446047022402,0.9469502962738664,0.9783985131466496,0.0105389518817519,0.8247073947902638,1.0,0.1637010676156584,0.0733197556008146,0.0465827338129496,0.4552238805970149,0.0621301775147929,0.2388414502747549,0.0014005837032596091,7.416841425153557e-05,0.00012787750129657715,0.0003988921396148593,0.019520021442866277,0.012880398789517428,0.04535202445912594,0.0639071283631138,0.1088232595996274,0.1283452931691773,False
1,2,2,1,0.1978596317270382,0.0495016821706555,0.4444444444444445,0.8698227866219763,0.0132187061518869,2.0741780287371443e-08,9.561304413505791e-09,5.3976860148366e-05,0.9224338652684568,1.0,3.811648262644352e-21,0.4679144385026739,0.0798722044728433,0.2289264881194528,0.0008368049898007,0.0013598452838825,0.0019152754350693,0.0066366690193943,0.0011938087541942,0.0039763896255035,0.0057788026562645,0.0192197177394175,0.5605477177315941,0.5984797642174086,0.6027173023698797,0.6506845113025814,0.7029495698249831,0.729464978375242,0.7416149622992445,0.7936948107445112,0.4448060859234598,0.0649717514124294,1.919852300446315e-07,0.1915492957746479,0.548951048951049,0.6492771518803886,0.9555672926167406,0.9860971918628944,0.0379688919857448,0.8262877075549051,1.0,0.1423487544483986,0.0570264765784113,0.0530575539568345,0.4141791044776119,0.0857988165680473,0.1704976714673945,1.7815265058563468e-05,0.00292671089317525,0.00846515308406075,0.003357226063337497,0.061173027628588554,0.037034324607671074,0.09957881598329416,0.11852047781325376,0.1456770307561668,0.14993496652742375,False
1,2,3,1,0.2812920972298744,0.1021096515946078,0.6666666666666665,0.7173225060349004,0.0132187044335174,7.900291129472963e-09,9.985634288261834e-09,0.0002606509014509,0.9438647151661164,1.0,2.9646153153900508e-21,0.4304812834224599,0.0383386581469648,0.3726834082684503,0.0001702739514965,0.0002402291877711,0.0003407910977653,0.0011880294511774,0.0001852224512589,0.0005140851717779,0.000754175916725,0.0023395404373516,0.5721340272346764,0.6107347439928172,0.6149303557802731,0.662863298363501,0.6841619575410093,0.7098125848297623,0.7214185584409494,0.7700950022535091,0.3817853045564298,0.0677966101694916,2.7256249006138417e-08,0.1464788732394366,0.6293706293706294,0.6315536767724266,0.915639297997946,0.9667617565049372,0.042880721839836,0.83181015691925,1.0,0.1387900355871887,0.0875763747454175,0.0342874636461043,0.4365671641791044,0.0798816568047337,0.1889121988629521,0.00879429525577825,0.0008547478311826918,0.0016101950701183144,0.006237051906349245,0.02311499182900145,0.005423907946630057,0.008534737820260731,0.006311897697926052,0.03061266470122863,0.018936598582940143,False
