fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,optimal_budget
1,1,10,1,0.2511982217624795,0.05742468008286748,0.4000000000000001,0.5646126009675243,0.022906211207639113,8.84701979961674e-10,7.27815039126932e-09,0.0038179895377085872,0.7076982655487286,1.0,4.743384504624082e-20,0.20833333333333345,0.042553191489361764,0.38032786885245906,0.08223878694429787,0.13622987320870172,0.15695075063326952,0.16910443944551373,0.0684503340884919,0.11961058334271449,0.16066295796869196,0.19564438103018594,0.43902673453592755,0.47707638365476296,0.5098006706453768,0.5048348890711529,0.3667402246553473,0.4388111327895046,0.48424558975819937,0.5524223273127654,0.5848072737008547,0.020887728459530075,1.2876120411105824e-07,0.034591194968553465,0.48323866800311865,0.9148544177658495,0.9023582873350726,0.9920144119527183,0.09357850829868525,0.6849366545270532,1.0,0.42105263157894735,0.13333333333333333,0.11805555555555552,0.6250000000000002,0.14666666666666656,0.1534029136768863,0.008389291182289005,0.012000924949074225,0.004880218666870114,0.01258513719538131,0.008284120939400726,0.011142673529160442,0.0068267790071711975,0.008513928313142282,0.008796040335625676,0.013514799545552706,0.01666005502735649,0.012188305499447119,0.05631991594894909,0.04935273579373239,0.07244631429573446,0.08185656327126904,0.09273964287842815,0.06550731963072456,False
1,1,11,1,0.33764950861257054,0.12339428550690534,0.4000000000000001,0.45942822675061934,0.022906214181383527,1.0435376469554398e-08,4.316803235031215e-09,9.691907120392965e-05,0.7313145338482345,1.0,2.0328790734103208e-20,0.5312500000000001,0.09574468085106386,0.42861400894187796,0.09018888644486665,0.1247951760730642,0.14627116210575888,0.16435095722704923,0.07644019543414925,0.1123554132921599,0.1517402145202891,0.19019897298271213,0.44027861118847866,0.46799982542468316,0.5007225259260711,0.4985020157654499,0.37448298948723785,0.44051946330784175,0.48607741897395934,0.5568401143194829,0.5977304433755608,0.013054830287206248,1.5516731494785766e-07,0.050314465408805034,0.2894531685042878,0.8873334874114478,0.8873156232923609,0.9795393148136258,0.08914612658607518,0.6495482931754398,1.0,0.36842105263157865,0.074074074074074,0.19999999999999996,0.6250000000000002,0.10666666666666659,0.2031271620312716,0.006180057268557322,0.009088182924900653,0.0078580317840991,0.008094341637975861,0.004373336623427637,0.010572366747855578,0.006972654103290281,0.018172083023694767,0.006065961353555486,0.009766463163994547,0.012015782439053952,0.012072241329926472,0.05962196197303242,0.06103616826275032,0.07206892491873505,0.09325592240621243,0.09533088212159281,0.115918371903242,False
1,1,12,1,0.3281767979283136,0.10527088483256142,0.4000000000000001,0.45888447989714576,0.02290621738189047,3.4585480259391255e-09,6.82546089855577e-09,0.0008464610117554533,0.7759507244009926,1.0,7.453889935837843e-20,0.47916666666666685,0.12765957446808512,0.2918032786885247,0.08528265266997037,0.13601322642090874,0.16724543637241973,0.21309843643764131,0.08649433122354984,0.1293575744054423,0.17243628929626567,0.2504317242063537,0.3982768983892051,0.42505658287036563,0.46055963475600303,0.47280372175275037,0.35222158744848286,0.41533939226183214,0.45677203449796616,0.542796452198254,0.6222638098781099,0.01827676240208881,2.0015393175983355e-07,0.07232704402515727,0.24100679362958033,0.930532352562695,0.8856153959291548,0.9865931163183115,0.10924212546000162,0.6939474176746842,1.0,0.42105263157894735,0.074074074074074,0.21249999999999994,1.0000000000000002,0.09333333333333317,0.33318112633181113,0.004307520674868306,0.002714518491541413,0.005571675050222235,0.003473164278970474,0.001458917512930191,0.005590927973940293,0.010464367758062454,0.0034284236068901274,0.003788820013421528,0.0039526402144715945,0.0026961452203654824,0.01522335553252655,0.05603674206485888,0.03431042564813975,0.07318614807497238,0.09107504217850058,0.08423045770280506,0.14371544216055032,False
1,1,13,1,0.1993511319663545,0.0326700162202883,0.0,0.6149260266031953,0.0229062131148935,3.972676406399665e-09,6.293126804846517e-09,0.0006604951372834445,0.8265676455993434,1.0,8.809142651444724e-20,0.24999999999999997,0.10638297872340433,0.1885245901639344,0.0330448509227648,0.11192968942929771,0.13253442078115016,0.15738806138218242,0.027251245204421178,0.10129765100989961,0.1318217833255136,0.1667037074265125,0.38380394030966747,0.4280748462450835,0.45787973120344655,0.4569680362070649,0.31067008508724253,0.3881101860311556,0.4205734953316028,0.4772055175835942,0.5365105203768479,0.013054830287206248,1.5516731494785766e-07,0.04716981132075481,0.499387459628021,0.8321745020428382,0.8307160366662645,0.9684292534038996,0.04108980360765546,0.6211022206372186,1.0,0.31578947368421073,0.08148148148148146,0.17045454545454547,0.6458333333333333,0.15999999999999998,0.14520547945205475,0.009801972353812525,0.0060724876207979535,0.008041140532051154,0.002940324100347394,0.009409066103347942,0.008599123993737178,0.005525203097147248,0.0038278704745304524,0.009592981945821267,0.008451051845165232,0.006392298097703033,0.002842473179396556,0.02676943984421194,0.028892979484444366,0.06875736531504828,0.04921540428892282,0.04996028538272413,0.07071127862558209,False
1,1,14,1,0.17970702623424717,0.022208743716865244,0.0,0.556623857774413,0.022906211875481777,5.968142308366607e-09,6.503669297437449e-09,0.0004212808832346933,0.6828048862450298,1.0,1.1180834903756764e-19,0.28125,0.05319148936170208,0.4056206088992974,0.10360522393924211,0.127579737126174,0.1362909611046233,0.14303059326691425,0.10277814745288003,0.10827877222348956,0.13330032834473285,0.15586427685634266,0.40917864650692365,0.4209659789140333,0.44277318196411575,0.429509181201146,0.342070999475088,0.37980625889436,0.4068251902747234,0.45295669506141906,0.7263036272664241,0.013054830287206248,1.2264514256585463e-07,0.05345911949685536,0.48323866800311865,0.8078931712186272,0.8248845774922495,0.946141625990077,0.10535624845593056,0.652410370735125,1.0,0.36842105263157865,0.13333333333333333,0.11111111111111108,0.8125000000000002,0.09333333333333317,0.2797564687975646,0.012708065154084451,0.018179978844823128,0.010218584609796097,0.015544971827195721,0.012761992158666328,0.01017507734214003,0.010686655947334166,0.005005142948447381,0.009661300737768271,0.0069510888417145,0.007476286062028068,0.015086723721163412,0.07945600759017434,0.05885241393691036,0.08071895467992049,0.11417260440475331,0.09277338404521492,0.11658453861550795,False
1,1,15,1,0.24664135516972946,0.05017574189359623,0.2,0.7459188911381105,0.022906215347256863,2.647318208809006e-09,8.112778543897273e-09,0.0013655031195147817,0.9127087254397509,1.0,9.147955830346444e-20,0.23958333333333323,0.13829787234042562,0.13245901639344265,0.07248698520927492,0.14477000674882204,0.16538351264648907,0.21407578409432065,0.05984118227125603,0.12729730714938667,0.16618620879025847,0.24369403274752263,0.38777308508221203,0.4262143909917324,0.45517628800054954,0.46906760344788456,0.3306454521485165,0.4050942666583268,0.4426589220883725,0.5266606363137385,0.6243965453634519,0.03916449086161876,1.6940921418429257e-07,0.05345911949685536,0.27330437687938525,0.934089916535211,0.873851431213521,0.9796566565650908,0.17413410946080415,0.7160811744581194,1.0,0.31578947368421073,0.05925925925925923,0.234375,0.7291666666666665,0.07999999999999997,0.2876712328767122,0.0011583019659923038,0.001126763184568135,0.0038598568930583083,0.0010461680068834494,0.004426278144779011,0.000540750663595672,0.008297590666632625,0.0011148982658124335,0.0007480451009895158,0.004223189562841848,0.0010065270421521007,0.0033479234292998834,0.008851784930173716,0.009985191600295899,0.032103495241605794,0.022416867358867845,0.03562795841392501,0.035841442548175284,False
1,1,16,1,0.4175816497278675,0.2204226055579097,0.4000000000000001,0.6515039582059236,0.02290621455210916,1.0208688829894894e-09,7.221564283651733e-09,0.0032750017661525846,0.8075808753943998,1.0,2.371692252312041e-20,0.3125000000000001,0.042553191489361764,0.5278688524590166,0.07906458870581995,0.09544820711575895,0.11775450767801285,0.14057367036131935,0.07428606957770614,0.09062723584512421,0.13735352826115008,0.18013166462723684,0.4609060527511422,0.48659278310399906,0.52145697497108,0.5233783250842909,0.39883219603983233,0.46319731255582747,0.5171975267408908,0.5967235467526795,0.598997253974568,0.023498694516971244,1.6940921418429257e-07,0.03773584905660381,0.2894531685042878,0.8970272516288369,0.8914617396291389,0.9862202777741955,0.12467389992263472,0.7427919102667686,1.0,0.31578947368421073,0.11111111111111112,0.125,0.6666666666666667,0.23999999999999977,0.09828223526853662,0.037894298765599486,0.014481555753830607,0.014810231947640261,0.014904386158323932,0.021850840464154236,0.011601006520389916,0.014034338740459288,0.03091872621322137,0.03405074818490207,0.02007814926654466,0.02024960566911234,0.006150291758975999,0.025643832672882772,0.04456655844951609,0.07302558549952073,0.08898336991166492,0.13010655999386164,0.0976724412608022,False
1,1,17,1,0.20603130347934173,0.035238618442161286,0.4000000000000001,0.662411150628069,0.02290621886105464,1.2871181708169972e-08,6.744012395430115e-09,0.00014743444548348896,0.7840537360470666,1.0,5.082197683525802e-20,0.21874999999999997,0.07446808510638304,0.2426229508196721,0.04835744599942228,0.09659991056166091,0.12294906756364368,0.15196164549538638,0.03801225093897706,0.07651852000292131,0.12379205719633915,0.17200243925877523,0.34027670387386383,0.35622945091673935,0.38540472224475575,0.3832207764293091,0.28173393839391453,0.3325309875307941,0.3676067460072634,0.4229593630617171,0.6067608320230733,0.03133159268929507,5.055209992927236e-08,0.050314465408805034,0.612429001002339,0.8673696043599661,0.8065822200006805,0.9660125309403853,0.17164771338467527,0.6641214522048209,1.0,0.31578947368421073,0.12592592592592589,0.11029411764705883,0.5625,0.09333333333333317,0.20852359208523583,0.005144883184645446,0.005623241412623556,0.005028799230025785,0.008689137623050047,0.014548347065552194,0.00366599459319393,0.002816294952184143,0.00377352456395908,0.0031621094105891896,0.003642315822545736,0.00934332707637056,0.002577474298674637,0.019332731293527073,0.037089335547339494,0.04182986875924797,0.04895946799995944,0.056185946442897,0.048347442625995926,False
1,1,18,1,0.2811877719439052,0.09723166851504216,0.2,0.6848706561077177,0.022906217310013407,9.361287733566057e-09,7.28733374170848e-09,0.00026978429670758544,0.7795195305765664,1.0,5.759824041329242e-20,0.30208333333333337,0.07446808510638304,0.3213114754098362,0.11921914764855661,0.16983148861176053,0.20953590647757311,0.2743319727422104,0.0864824537254705,0.15305588192581546,0.2207990878300846,0.30057893009869985,0.35814296783247546,0.37155638478776437,0.4098872235981216,0.4357082145285433,0.2943548552504076,0.35986064380654315,0.4050070799014459,0.484065111792627,0.6447913042687465,0.028720626631853804,2.525319906535287e-07,0.07547169811320759,0.22485800200467754,0.874117807418664,0.8613377114061951,0.9717736215343329,0.09262793872768799,0.6470367146721243,1.0,0.31578947368421073,0.11111111111111112,0.125,0.625,0.11999999999999998,0.18378995433789946,0.003555233250566144,0.003612949071627189,0.00249147938351792,0.0023564011150946887,0.010268992382941947,0.0012937923168824445,0.008161806809034264,0.001227479434213222,0.0018520818914524013,0.008776436781092358,0.002076178386203139,0.0020033939120153847,0.01752381990239962,0.017974069213146097,0.048010998974359995,0.11016585169282565,0.07866060342475786,0.0644206927277239,False
1,1,19,1,0.25848090450921096,0.06080146652683757,0.4000000000000001,0.551649684845878,0.022906211324425097,7.107326327235449e-10,5.737734533146718e-09,0.0037565677804153315,0.8204434045644484,1.0,4.743384504624082e-20,0.44791666666666685,0.09574468085106386,0.3642324888226529,0.04573780554001579,0.07098257402506904,0.09232598719905102,0.10578998814400072,0.040851486044011176,0.06715611597209294,0.09571584002190056,0.1309658478232855,0.43060999663050525,0.4555906702652974,0.48837925197513216,0.4835074330891516,0.3679479543435115,0.4317587174485205,0.4745114508277646,0.5441190200529291,0.4632279695880459,0.01827676240208881,3.007208489260506e-09,0.04402515723270448,0.2894531685042878,0.8899976883255813,0.8524596089711647,0.9766012582834622,0.17431697171082688,0.6422531197171617,1.0,0.31578947368421073,0.05925925925925923,0.234375,0.6458333333333333,0.07999999999999997,0.2612886859462201,0.018468440423302118,0.014887505727798867,0.004852118884235739,0.010629032660904793,0.014263028565058167,0.017459568993151892,0.026051778904373723,0.012918411527975522,0.007764543556971824,0.02296384865564008,0.006817594498575075,0.011905212598867045,0.05283403168473565,0.0377023019903789,0.07613558522359928,0.07766035075551629,0.10574352411804873,0.07705153225405102,False
1,2,0,1,0.24766774393454855,0.051089430730820985,0.2,0.8173477357859467,0.022906498911024305,1.2159394979000229e-08,6.4013507370306474e-09,0.00014898107677187132,0.9285036334183298,1.0,9.486769009248164e-20,0.27083333333333337,0.10638297872340416,0.20327868852459025,0.08675301281337762,0.11670074229692966,0.12639055844544278,0.14966628345443517,0.07143433778687458,0.10836472794228903,0.13762392228892203,0.18392206118604562,0.3144472744125428,0.30631165725441334,0.3193581638806141,0.3090571775903178,0.28563362986807767,0.331794978653082,0.35178203581805617,0.4020959152168318,0.5467134268647642,0.03655352480417762,2.167358196595581e-07,0.08176100628930814,0.19256041875487262,0.7833689331326559,0.7514431941178037,0.94743889245678,0.1729707704861218,0.7519347040211297,1.0,0.31578947368421073,0.10370370370370367,0.13392857142857142,0.6041666666666665,0.11999999999999998,0.17884322678843223,0.008611112678710817,0.005768758172219905,0.0026440766095353124,0.0003645151469474835,0.0006828218854386727,0.0015420113301795673,2.757907481030904e-05,0.003652247745353313,0.0013314529000185227,0.00244376188342765,0.0015268978312827355,2.2474148883080358e-11,0.023560045519209784,0.007473705218986681,0.013413310944025104,0.02607081235496928,0.035124750600115134,0.054342208040748234,False
